"Step","Species","SimAbsBA","ExpAbsBA"
1,"ABCO",7.93323294444443,16.6972692457228
6,"ABCO",5.194090581,5.5057769151
7,"ABCO",13.587924,40.0922667679693
11,"ABCO",8.250338,8.60228985
12,"ABCO",1.99592058666667,2.764403796
13,"ABCO",13.5460633333333,38.2628026521734
16,"ABCO",8.433482,9.553299294
17,"ABCO",2.0433632,2.9168098806
18,"ABCO",13.974696,41.3628425580136
21,"ABCO",0,10.69337808
22,"ABCO",2.09420246666667,3.1693803834
23,"ABCO",14.2850986666667,36.7710965314624
27,"ABCO",2.19999106666667,3.1810207968
28,"ABCO",0,34.8471078648
32,"ABCO",0,2.799051717
1,"ABMA",107.623662888889,100.076744541416
6,"ABMA",108.656758444444,102.221860281212
11,"ABMA",109.849270222222,102.775325367944
16,"ABMA",110.630552444444,102.89944666155
21,"ABMA",0,103.13073001
28,"ABMA",0,0.0513777264
1,"CADE",14.4138702366667,15.806947464165
6,"CADE",27.3079453333333,27.5409322188
7,"CADE",1.70172533333333,5.59943232804898
11,"CADE",27.576364,29.414679063
13,"CADE",1.73588568,5.9690752853676
16,"CADE",27.7400953333333,30.9835171338
17,"CADE",0.00309801466666667,0.0429527406
18,"CADE",1.74193834666667,6.3429422775454
21,"CADE",0,31.682969241
22,"CADE",0.003849872,0.0852543846
23,"CADE",1.77951928,6.74161128197944
27,"CADE",0.00487148666666667,0.1486031778
28,"CADE",0,7.1695341102
32,"CADE",0,0.2165748354
1,"PICO",2.86741013333333,3.081968505
6,"PICO",2.80273373333333,3.1846619112
10,"PICO",0.0116104786666667,0.0190373106
11,"PICO",2.89867926666667,2.6072719596
15,"PICO",0.014027158,0.022427097
16,"PICO",2.92977506666667,2.7037732722
19,"PICO",0.0161249173333333,0.035197701
21,"PICO",0,2.6274677352
24,"PICO",0,0.0519958362
29,"PICO",0,0.103346859
1,"PIJE",15.3043861333333,15.837382869
6,"PIJE",14.8750540666667,14.924775558
12,"PIJE",14.5140909333333,13.4641726758
17,"PIJE",14.2470842666667,13.3585167408
22,"PIJE",14.0552650666667,12.6331731372
27,"PIJE",13.8963835333333,11.72548105575
32,"PIJE",0,12.124942368
1,"PILA",4.61844944444446,10.587103721121
6,"PILA",1.56601140933333,1.4939058057
7,"PILA",9.78463313333333,29.3543496913482
11,"PILA",1.89446633333333,1.975410591
12,"PILA",1.16484967666667,0.1791191094
13,"PILA",9.2917306,23.7891858553067
16,"PILA",1.8670506,2.3077156872
17,"PILA",1.10565300133333,0.2190197856
18,"PILA",8.8271024,24.3772380398364
21,"PILA",0,2.5689467958
22,"PILA",1.11986825533333,0.253735251
23,"PILA",8.01392846666667,22.9420109028899
27,"PILA",0.879726284666667,0.1941336012
28,"PILA",0,23.7742684872
32,"PILA",0,0.2190904716
1,"PIMO",10.3326034,8.1503345616
5,"PIMO",19.754878,13.1327684334
6,"PIMO",0.13735814,0.1492165752
10,"PIMO",18.3025223333333,11.2881402942
11,"PIMO",0.15119678,0.1615779858
15,"PIMO",17.7480062,10.3510630608
16,"PIMO",0.163750193333333,0.1689607458
19,"PIMO",16.3439892,13.8338227566
21,"PIMO",0,0.1747664226
24,"PIMO",0,14.941689147
29,"PIMO",0,15.3791812944
1,"PIPO",15.1283285333333,17.41989711
6,"PIPO",12.14537742,11.3079959916
11,"PIPO",10.7996447,11.6126039568
16,"PIPO",9.34392121333333,11.661556368
21,"PIPO",0,12.0437901276
1,"QUCH",0.0735510922,0.083079612
6,"QUCH",0.0724227272666667,0.0370166874
11,"QUCH",0.067292452,0.0210078792
21,"QUCH",0,0.0176605044
1,"QUKE",5.01102056311111,5.13724118549891
6,"QUKE",7.52543755666665,7.4430457332
7,"QUKE",0.03507089,0.0500865287885017
11,"QUKE",14.9350445333333,14.9033325672
12,"QUKE",0.18638896,0.2375222388
13,"QUKE",0.030333676,0.0606587963648973
16,"QUKE",14.8559935333333,15.429069117
17,"QUKE",0.194143833333333,0.2624005692
18,"QUKE",0.0322186812,0.0381028930445755
21,"QUKE",0,15.3179185236
22,"QUKE",0.19599926,0.296468865
23,"QUKE",0.0342756780666667,0.0413913653667776
27,"QUKE",0.197452306666667,0.333892240374
28,"QUKE",0,0.0474397308
32,"QUKE",0,0.387661659
