"Step","Species","SimAbsDen","ExpAbsDen"
1,"ABCO",288.136755555555,309.333333333333
6,"ABCO",437.683633333333,86.5
7,"ABCO",755.081466666667,698
8,"ABCO",734.935733333333,5290
9,"ABCO",734.451933333333,1984
10,"ABCO",728.042466666667,1744
11,"ABCO",724.656133333333,2771
12,"ABCO",459.3924,546
13,"ABCO",718.144166666666,637.5
14,"ABCO",727.8608,452
15,"ABCO",724.172333333333,577
16,"ABCO",721.390733333333,561
17,"ABCO",457.039566666667,210.5
18,"ABCO",541.029822222222,487
19,"ABCO",447.7556,37
20,"ABCO",451.140766666667,31
21,"ABCO",303.311133333333,62.3333333333333
22,"ABCO",451.529633333333,20
23,"ABCO",448.0333,364
24,"ABCO",446.4926,12
25,"ABCO",449.162966666666,2.5
26,"ABCO",180.133333333333,1
27,"ABCO",444.044466666667,11
28,"ABCO",0,539
29,"ABCO",0,28
30,"ABCO",0,32
31,"ABCO",0,28
32,"ABCO",0,10.5
1,"ABMA",30.128495,751.75
6,"ABMA",101.829217777778,1112
7,"ABMA",70.6273666666665,71
8,"ABMA",104.590584444445,234.666666666667
9,"ABMA",104.691362222222,176
10,"ABMA",103.522264444444,98.3333333333333
11,"ABMA",102.655591111111,2607
12,"ABMA",102.151628888889,119.666666666667
13,"ABMA",77.5056716666667,1614.25
14,"ABMA",102.857157777778,116.666666666667
15,"ABMA",101.50672,160
16,"ABMA",101.667884444444,1042.66666666667
17,"ABMA",86.8934133333335,36.5
18,"ABMA",77.9591783333333,165.75
19,"ABMA",68.9342,2.5
21,"ABMA",0,825.666666666667
22,"ABMA",0,5.33333333333333
23,"ABMA",0,2
28,"ABMA",0,2
1,"CADE",17.3649813333333,286.333333333333
6,"CADE",81.6326333333335,319.5
7,"CADE",11.614812,135
8,"CADE",179.7734,525
9,"CADE",181.103666666667,830
10,"CADE",183.401466666667,395
11,"CADE",185.094466666667,915
12,"CADE",95.0869,330.5
13,"CADE",99.6583306666666,136
14,"CADE",186.062,7565
15,"CADE",184.731733333333,371
16,"CADE",180.861733333333,4067
17,"CADE",90.582,85
18,"CADE",96.4716790000002,96
19,"CADE",10.7851766666667,3
20,"CADE",0,3
21,"CADE",5.65926233333335,581
22,"CADE",3.5555551111111,5
23,"CADE",5.333333,66
24,"CADE",10.8444433333333,33
25,"CADE",11.5555513333333,3
26,"CADE",10.9629533333333,34
27,"CADE",5.06667,7
28,"CADE",0,127
29,"CADE",0,6
30,"CADE",0,2
32,"CADE",0,8.5
1,"PICO",0.574452333333335,23
5,"PICO",0,12
6,"PICO",5.01889933333333,35
8,"PICO",0,1
10,"PICO",2.11640333333334,5.5
11,"PICO",4.29327533333333,34
13,"PICO",4.172338,1
15,"PICO",0,8
16,"PICO",3.990932,32
17,"PICO",0,2
19,"PICO",0,9
21,"PICO",0,30
24,"PICO",0,10
29,"PICO",0,9
