"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",100.5079450914,106.274712,0,1.57784979794862e-15,"Sig","Sig"
6,"ABMA",104.0460566376,108.05803,0.117334987637808,8.83887769695902e-07,"NS","Sig"
11,"ABMA",106.759052862,109.917148,0.860500486358195,0.000102068379253788,"NS","Sig"
16,"ABMA",109.51215691185,112.489415,0.743031890268694,0.000115636049027398,"NS","Sig"
21,"ABMA",111.230174055,114.602922,0.695319652663209,0.000464853153128109,"NS","Sig"
1,"PIMO",0.1356692106,0.1317118,0,1.54731387634177e-10,"Sig","Sig"
6,"PIMO",0.1492165752,0.14606483,0,0.00253513015696756,"Sig","Sig"
11,"PIMO",0.1615779858,0.16150773,0.313917209840435,0.960755576165676,"NS","NS"
16,"PIMO",0.1689607458,0.17375253,0.0184398041369959,0.268935567783852,"Sig","NS"
21,"PIMO",0.1747664226,0.19080844,0.0068365487136586,0.0160113849391583,"Sig","Sig"
