"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",3288,1642.72217,0,1.58007720986969e-25,"Sig","Sig"
6,"ABMA",3116,1662.22089,0,6.81902055328953e-22,"Sig","Sig"
11,"ABMA",3576,1657.14263,0,8.52066070759767e-21,"Sig","Sig"
16,"ABMA",2725,1656.05497,0,1.93296718698467e-18,"Sig","Sig"
21,"ABMA",2462,1651.972,0,6.6533083526353e-19,"Sig","Sig"
1,"PIMO",14,8.072567,0,2.32233847677408e-13,"Sig","Sig"
6,"PIMO",14,7.981864,0,7.25442397593215e-10,"Sig","Sig"
11,"PIMO",14,8.435379,0,2.12751044482624e-09,"Sig","Sig"
16,"PIMO",14,8.253973,0.0762723450348989,3.52773045030695e-07,"NS","Sig"
21,"PIMO",10,8.707488,0.0257816878839864,0.0466228734833848,"Sig","Sig"
