"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
10,"PICO",14,1.4592289,0,1.53126684645146e-13,"Sig","Sig"
15,"PICO",14,1.2875547,0,2.05875593778064e-13,"Sig","Sig"
19,"PICO",16,1.2875547,0,5.53891910307691e-14,"Sig","Sig"
24,"PICO",18,1.2875547,0,1.76132841870889e-14,"Sig","Sig"
29,"PICO",18,1.2017176,0,1.52042537955686e-14,"Sig","Sig"
1,"PIMO",226,81.2017429,0,3.48152251320063e-19,"Sig","Sig"
5,"PIMO",226,87.897023,0,3.34748646948851e-15,"Sig","Sig"
10,"PIMO",216,92.789722,0,1.30755487485927e-14,"Sig","Sig"
15,"PIMO",220,96.223192,0,5.04365636708102e-15,"Sig","Sig"
19,"PIMO",387,99.999986,0,1.53878936500991e-16,"Sig","Sig"
24,"PIMO",422,103.004297,0,2.57506473460755e-17,"Sig","Sig"
29,"PIMO",456,105.579408,0,1.6684111214976e-16,"Sig","Sig"
