"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",102.8738997594,121.24271,0,3.32443604897335e-19,"Sig","Sig"
6,"ABMA",105.098893977,122.178108,0,8.12124082187564e-10,"Sig","Sig"
11,"ABMA",107.131277484,123.360001,0.0943179574944254,3.06156550521892e-08,"NS","Sig"
16,"ABMA",107.9304031344,124.138449,0.122089750999149,1.09915941409899e-07,"NS","Sig"
21,"ABMA",109.6955095236,124.728248,0.326397443710562,6.46043904290438e-07,"NS","Sig"
1,"PICO",3.081968505,2.8898661,0,6.06266692025938e-08,"Sig","Sig"
6,"PICO",3.1846619112,2.96244657,0.153830777130814,0.000140303606869625,"NS","Sig"
11,"PICO",2.6072719596,2.917637,0.0345379970043616,0.000326439677112458,"Sig","Sig"
16,"PICO",2.7037732722,2.9314532,0.827917774602049,0.0179174486019212,"NS","Sig"
21,"PICO",2.6274677352,3.02511372,0.537578365496651,0.00052955726201313,"NS","Sig"
