"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
10,"PICO",0.0190373106,0.007141189,0,1.2167659127993e-07,"Sig","Sig"
15,"PICO",0.022427097,0.007827587,0.0755293336477045,6.64520776059e-07,"NS","Sig"
19,"PICO",0.035197701,0.009152714,0.0107419671916264,1.56117937986014e-08,"Sig","Sig"
24,"PICO",0.0519958362,0.010974338,0,1.28549737497056e-09,"Sig","Sig"
29,"PICO",0.103346859,0.011690906,0,7.94539099567387e-12,"Sig","Sig"
1,"PIMO",16.1649999126,14.0015461,0,3.6935535009751e-21,"Sig","Sig"
5,"PIMO",13.1327684334,13.8566258,0.917665922280329,0.00016793262449086,"NS","Sig"
10,"PIMO",11.2881402942,13.2669912,0.0554275937462959,0.00696033514388574,"NS","Sig"
15,"PIMO",10.3510630608,13.109056,0.0176437963940786,0.00231528142993451,"Sig","Sig"
19,"PIMO",13.8338227566,13.0257575,0.00187993060918565,0.270285619473271,"Sig","NS"
24,"PIMO",14.941689147,13.0838679,0.0106172364015861,0.0191386122352011,"Sig","Sig"
29,"PIMO",15.3791812944,13.1997787,0.00701580312613095,0.0129023871425484,"Sig","Sig"
