"Step","Species","SimAbsDen","ExpAbsDen"
1,"ABCO",226.555293333333,540
6,"ABCO",282.61651,168
7,"ABCO",647.82214,1236
11,"ABCO",606.80282,2919
12,"ABCO",83,38
13,"ABCO",751.6444,1166
16,"ABCO",691.1564,716
17,"ABCO",95.8,210
18,"ABCO",845.1555,1556
21,"ABCO",786.21336,314
22,"ABCO",108.6,42
23,"ABCO",932.62234,1276
27,"ABCO",120.4,36
28,"ABCO",1001.42224,1064
32,"ABCO",132.6,24
1,"ABMA",999.727617333333,1981.33333333333
6,"ABMA",1006.86267333333,2060.66666666667
11,"ABMA",1006.56085333333,3528.66666666667
16,"ABMA",1002.69122,1905.33333333333
21,"ABMA",995.49522,1644.66666666667
28,"ABMA",0.888889,4
1,"CADE",383.836714,808
6,"CADE",810.5216,1260
7,"CADE",51.5556,208
11,"CADE",844.9886,1528
13,"CADE",52.79997,208
16,"CADE",883.0838,4656
17,"CADE",1.8,10
18,"CADE",54.755548,208
21,"CADE",912.2902,1058
22,"CADE",1.6,20
23,"CADE",56.88886,249
27,"CADE",1.6,25
28,"CADE",55.111114,247
32,"CADE",1.4,30
1,"PICO",33.560086,68
6,"PICO",32.834466,70
10,"PICO",1.5450658,14
11,"PICO",31.927434,66
15,"PICO",1.5450658,14
16,"PICO",31.201784,64
19,"PICO",1.5450658,16
21,"PICO",31.20181,60
24,"PICO",1.3733916,18
29,"PICO",1.2017174,18
1,"PIJE",139.8,324
6,"PIJE",142.2,302
12,"PIJE",140.6,270
17,"PIJE",140.4,228
22,"PIJE",137.8,208
27,"PIJE",135.6,202
32,"PIJE",132.2,196
1,"PILA",50.4012058,170.666666666667
6,"PILA",30.008633,72
7,"PILA",78.222244,342
11,"PILA",50.068034,154
12,"PILA",3.6,6
13,"PILA",71.1111258,258
16,"PILA",45.714282,212
17,"PILA",4.4,4
18,"PILA",66.844422,232
21,"PILA",41.54194,222
22,"PILA",4,4
23,"PILA",60.799978,157
27,"PILA",3.8,4
28,"PILA",57.0666758,143
32,"PILA",3.4,4
1,"PIMO",44.1626259,120
5,"PIMO",80.5150518,226
6,"PIMO",7.981864,14
10,"PIMO",81.545044,216
11,"PIMO",7.619052,14
15,"PIMO",82.231744,220
16,"PIMO",7.437646,14
19,"PIMO",81.54509,387
21,"PIMO",7.437646,10
24,"PIMO",80.85838,422
29,"PIMO",81.888408,456
1,"PIPO",44.625906,94
6,"PIPO",42.811822,64
11,"PIPO",39.18368,97
16,"PIPO",35.91835,96
21,"PIPO",35.73698,64
1,"QUCH",6.34921,84
6,"QUCH",5.804992,80
11,"QUCH",5.260774,112
21,"QUCH",5.260774,114
1,"QUKE",107.138048,296.666666666667
6,"QUKE",155.527304,378
7,"QUKE",1.6000002,68
11,"QUKE",283.7186,1074
12,"QUKE",14.6,200
13,"QUKE",1.9555558,68
16,"QUKE",271.564824,1010
17,"QUKE",13.4,273
18,"QUKE",1.6000002,61
21,"QUKE",255.600884,502
22,"QUKE",12,195
23,"QUKE",1.4222224,73
27,"QUKE",12,225
28,"QUKE",1.4222224,64
32,"QUKE",11.2,248
