"Step","Species","SimAbsDen","ExpAbsDen"
1,"ABCO",235.971804444444,540
6,"ABCO",304.702956666667,168
7,"ABCO",689.777686666667,1236
11,"ABCO",646.591126666667,2919
12,"ABCO",98.0666666666667,38
13,"ABCO",813.155353333333,1166
16,"ABCO",750.41574,716
17,"ABCO",113.2,210
18,"ABCO",900.97764,1556
21,"ABCO",848.737706666667,314
22,"ABCO",125.133333333333,42
23,"ABCO",998.99256,1276
27,"ABCO",138.133333333333,36
28,"ABCO",1085.80759333333,1064
32,"ABCO",152.133333333333,24
1,"ABMA",999.848083555556,1981.33333333333
6,"ABMA",1012.88959111111,2060.66666666667
11,"ABMA",1008.29437333333,3528.66666666667
16,"ABMA",1003.55772222222,1905.33333333333
21,"ABMA",1001.01787333333,1644.66666666667
28,"ABMA",0.770370466666667,4
1,"CADE",385.8974703,808
6,"CADE",824.852533333333,1260
7,"CADE",50.7259433333333,208
11,"CADE",864.157133333333,1528
13,"CADE",51.496298,208
16,"CADE",895.359133333333,4656
17,"CADE",2.2,10
18,"CADE",53.8666933333333,208
21,"CADE",941.2546,1058
22,"CADE",2.13333333333333,20
23,"CADE",56.237062,249
27,"CADE",1.86666666666667,25
28,"CADE",56.2963006666667,247
32,"CADE",1.73333333333333,30
1,"PICO",33.9833706666667,68
6,"PICO",34.3461706666667,70
10,"PICO",1.3733916,14
11,"PICO",35.071806,66
15,"PICO",1.3733916,14
16,"PICO",35.313664,64
19,"PICO",1.25894226666667,16
21,"PICO",34.648526,60
24,"PICO",1.0872682,18
29,"PICO",0.972818866666667,18
1,"PIJE",139.2,324
6,"PIJE",141.4,302
12,"PIJE",139,270
17,"PIJE",139,228
22,"PIJE",137.733333333333,208
27,"PIJE",137.733333333333,202
32,"PIJE",136.733333333333,196
1,"PILA",50.5669876444444,170.666666666667
6,"PILA",30.9373466666667,72
7,"PILA",79.0518759333333,342
11,"PILA",54.1798946666667,154
12,"PILA",3.73333333333333,6
13,"PILA",74.4888906,258
16,"PILA",49.463336,212
17,"PILA",3.4,4
18,"PILA",69.6296345333333,232
21,"PILA",44.5653713333333,222
22,"PILA",3.33333333333333,4
23,"PILA",64.6518592,157
27,"PILA",3.13333333333333,4
28,"PILA",60.6814666,143
32,"PILA",3,4
1,"PIMO",43.8176492,120
5,"PIMO",82.117318,226
6,"PIMO",8.16327,14
10,"PIMO",84.806872,216
11,"PIMO",7.86092666666667,14
15,"PIMO",85.1502013333333,220
16,"PIMO",8.28420733333333,14
19,"PIMO",86.7525053333333,387
21,"PIMO",8.04233266666667,10
24,"PIMO",87.4964333333333,422
29,"PIMO",89.84262,456
1,"PIPO",45.5933893333333,94
6,"PIPO",44.3839706666667,64
11,"PIPO",42.509472,97
16,"PIPO",39.4860046666667,96
21,"PIPO",36.825408,64
1,"QUCH",6.34921,84
6,"QUCH",5.68405466666667,80
11,"QUCH",4.59561866666667,112
21,"QUCH",3.990932,114
1,"QUKE",108.033176222222,296.666666666667
6,"QUKE",159.923706666667,378
7,"QUKE",1.54074093333333,68
11,"QUKE",294.96588,1074
12,"QUKE",14.3333333333333,200
13,"QUKE",1.65925946666667,68
16,"QUKE",280.27212,1010
17,"QUKE",13.5333333333333,273
18,"QUKE",1.54074093333333,61
21,"QUKE",267.331874,502
22,"QUKE",13.2666666666667,195
23,"QUKE",1.4222224,73
27,"QUKE",12.8666666666667,225
28,"QUKE",1.36296326666667,64
32,"QUKE",11.8,248
