"Step","Species","SimAbsBA","ExpAbsBA"
1,"ABCO",7.84515916666667,16.697269247
6,"ABCO",5.19099306333334,5.505776915
7,"ABCO",13.1634886666667,40.09226677
11,"ABCO",8.38812933333333,8.60228985
12,"ABCO",2.08424723333333,2.764403796
13,"ABCO",13.1555393333333,38.26280265
16,"ABCO",8.38605266666667,9.553299294
17,"ABCO",2.11074991333333,2.916809881
18,"ABCO",13.3448426666667,41.36284256
21,"ABCO",8.587122,10.69337808
22,"ABCO",2.110753,3.169380383
23,"ABCO",13.3409266666667,36.77109653
27,"ABCO",2.09165052,3.181020797
28,"ABCO",13.553764,34.84710786
32,"ABCO",2.0606358,2.799051717
1,"ABMA",80.5191920866667,75.0627114275
6,"ABMA",108.307896,102.221860276667
7,"ABMA",0.0191770133333333,0.025165
11,"ABMA",109.472713111111,102.775325386667
13,"ABMA",0.0195480133333333,0.029637853
16,"ABMA",110.462769777778,102.899446646667
18,"ABMA",0.0210606933333333,0.036583931
21,"ABMA",111.601173333333,103.130730016667
23,"ABMA",0.0226297066666667,0.042594601
28,"ABMA",0.02425514,0.051377726
1,"CADE",9.85412687044444,10.53831605
6,"CADE",13.7505672878333,13.7723047315
7,"CADE",2.24680862666667,5.599432328
11,"CADE",27.5675666666667,29.41467906
12,"CADE",0.00219736733333333,0.017887485
13,"CADE",2.2240804,5.969075285
16,"CADE",27.3401926666667,30.98351713
17,"CADE",0.00293804533333333,0.042952741
18,"CADE",2.18136105333333,6.342942278
21,"CADE",27.5316406666667,31.68296924
22,"CADE",0.003739998,0.085254385
23,"CADE",2.24446056,6.741611282
27,"CADE",0.00416432866666667,0.148603178
28,"CADE",2.16507307333333,7.16953411
32,"CADE",0.00494352066666667,0.216574835
1,"PICO",1.4466276354,1.543846643
5,"PICO",0.00516563746666667,0.0113883
6,"PICO",2.9171707,3.184661911
10,"PICO",0.00564006133333333,0.019037311
11,"PICO",2.99413658,2.60727196
15,"PICO",0.00707973666666667,0.022427097
16,"PICO",3.03004773333333,2.703773272
19,"PICO",0.00808852666666667,0.035197701
21,"PICO",3.03579155333333,2.627467735
24,"PICO",0.00919380933333333,0.051995836
29,"PICO",0.00976630933333333,0.103346859
1,"PIJE",15.2055376666667,15.83738287
6,"PIJE",15.1339243333333,14.92477556
12,"PIJE",14.6309652666667,13.46417268
17,"PIJE",14.2443144,13.35851674
22,"PIJE",14.2012278,12.63317314
27,"PIJE",13.9344804,11.72548106
32,"PIJE",13.9053568666667,12.12494237
1,"PILA",5.30372229333333,10.5871037196667
6,"PILA",1.586992443,1.4939058055
7,"PILA",11.6563442666667,29.35434969
11,"PILA",1.94228406666667,1.975410591
12,"PILA",0.923652608333333,0.179119109
13,"PILA",10.7538712,23.78918586
16,"PILA",1.7607028,2.307715687
17,"PILA",0.7761333978,0.219019786
18,"PILA",9.9429334,24.37723804
21,"PILA",1.77663453333333,2.568946796
22,"PILA",0.793381378666667,0.253735251
23,"PILA",9.32930593333333,22.9420109
27,"PILA",0.727032206933333,0.194133601
28,"PILA",8.23799533333333,23.77426849
32,"PILA",0.545459385933333,0.219090472
1,"PIMO",3.49450826166666,4.08326161275
5,"PIMO",13.771304,13.13276843
6,"PIMO",0.0572819400000001,0.062236929
10,"PIMO",13.8606960666667,11.28814029
11,"PIMO",0.0826501919999998,0.088721533
12,"PIMO",0.01318488,0.017907905
15,"PIMO",12.617065,10.35106306
16,"PIMO",0.0912454783333334,0.094445528
17,"PIMO",0.01372778,0.020867293
19,"PIMO",12.2567540666667,13.83382276
21,"PIMO",0.0970578496666665,0.0986591995
24,"PIMO",12.3749073333333,14.94168915
29,"PIMO",12.4434247333333,15.37918129
1,"PIPO",7.92393719933333,8.7134647905
6,"PIPO",13.19822284,11.30799599
7,"PIPO",0.00417782933333333,0.005410621
11,"PIPO",11.7010517266667,11.61260396
16,"PIPO",10.2695343133333,11.66155637
21,"PIPO",8.92296958666667,12.04379013
1,"QUCH",0.0766368455333333,0.083079612
6,"QUCH",0.0734909171333333,0.037016687
11,"QUCH",0.0677560166666667,0.021007879
16,"QUCH",0.070566907,0.023558513
21,"QUCH",0.0674401424,0.017660504
1,"QUKE",5.00471170244444,5.137241184
6,"QUKE",7.51044489999998,7.443045731
7,"QUKE",0.0265303221333333,0.050086529
11,"QUKE",14.8614492666667,14.90333257
12,"QUKE",0.205591826666667,0.237522239
13,"QUKE",0.0288398912,0.060658796
16,"QUKE",14.8440074666667,15.42906912
17,"QUKE",0.21296802,0.262400569
18,"QUKE",0.0308579546666667,0.038102893
21,"QUKE",14.8606103,15.31791852
22,"QUKE",0.21675704,0.296468865
23,"QUKE",0.0280677693333333,0.041391365
27,"QUKE",0.22111488,0.33389224
28,"QUKE",0.0298487413333333,0.047439731
32,"QUKE",0.222231773333333,0.387661659
