"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",1544,781,0,8.52209027759406e-23,"Sig","Sig"
6,"ABMA",1454,846.1,0,1.41110504797921e-17,"Sig","Sig"
11,"ABMA",3012,909.4,0,1.19550800319281e-21,"Sig","Sig"
16,"ABMA",1328,971.7,0,1.91605317222587e-15,"Sig","Sig"
21,"ABMA",1186,1032,0,2.36635242168142e-10,"Sig","Sig"
