"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
10,"PICO",14,1.77778,0,1,"Sig","NS"
15,"PICO",14,1.77778,0,1,"Sig","NS"
19,"PICO",16,1.77778,0,1,"Sig","NS"
24,"PICO",18,1.7777796,0,4.46269024338854e-67,"Sig","Sig"
29,"PICO",18,0,1,1,"NS","NS"
1,"PIMO",226,81.6888875,0,1.03817551105016e-20,"Sig","Sig"
5,"PIMO",226,87.466671,0,1.16173327441439e-16,"Sig","Sig"
10,"PIMO",216,95.377796,0,3.87588340657384e-15,"Sig","Sig"
15,"PIMO",220,103.466648,0,2.11021415189346e-14,"Sig","Sig"
19,"PIMO",387,112.177779,0,5.90300436744952e-17,"Sig","Sig"
24,"PIMO",422,120.977768,0,7.88241141435848e-17,"Sig","Sig"
29,"PIMO",456,0,1,1,"NS","NS"
