"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",2.0537982234,2.05831932,0.551967183513436,9.17671001899109e-05,"NS","Sig"
6,"ABCO",2.4531120768,2.01935945,0.0362636163004017,1.38074987101429e-06,"Sig","Sig"
12,"ABCO",2.764403796,1.93279725,0.0437224281596348,2.1458383596463e-07,"Sig","Sig"
17,"ABCO",2.9168098806,1.89995865,0.0412097249619365,8.78723694306357e-08,"Sig","Sig"
22,"ABCO",3.1693803834,1.89957808,0.00431503974729555,7.14361020430979e-09,"Sig","Sig"
27,"ABCO",3.1810207968,0,1,1,"NS","NS"
32,"ABCO",2.799051717,0,1,1,"NS","NS"
17,"CADE",0.0429527406,0.009053817,0,6.43990794109912e-15,"Sig","Sig"
22,"CADE",0.0852543846,0.009652679,0,1.38790473934289e-17,"Sig","Sig"
27,"CADE",0.1486031778,0,1,1,"NS","NS"
32,"CADE",0.2165748354,0,1,1,"NS","NS"
1,"PIJE",15.837382869,15.3496761,0.16193798022526,2.33401733828136e-06,"NS","Sig"
6,"PIJE",14.924775558,15.0657601,0.513042359939987,0.480255720635981,"NS","NS"
12,"PIJE",13.4641726758,14.7441145,0.600340991709541,0.00796199139909468,"NS","Sig"
17,"PIJE",13.3585167408,14.5746289,0.7829287791578,0.0209038459099231,"NS","Sig"
22,"PIJE",12.6331731372,14.443777,0.619357840474559,0.00111370430484312,"NS","Sig"
27,"PIJE",11.72548105575,0,1,1,"NS","NS"
32,"PIJE",12.124942368,0,1,1,"NS","NS"
1,"PILA",1.2702792564,1.25429703,0,0.203352092676788,"Sig","NS"
6,"PILA",1.307463234,1.25540801,0.0529519472931665,0.00305817645762334,"NS","Sig"
12,"PILA",0.1791191094,1.03142908,0.209515321970512,0.000663548324803735,"NS","Sig"
17,"PILA",0.2190197856,0.92125969,0.0846125714758235,0.00474454848691102,"NS","Sig"
22,"PILA",0.253735251,0.92893255,0.0888977238574673,0.00615772281734723,"NS","Sig"
27,"PILA",0.1941336012,0,1,1,"NS","NS"
32,"PILA",0.2190904716,0,1,1,"NS","NS"
1,"QUKE",0.1866534516,0.18083451,0,0.234833765759301,"Sig","NS"
6,"QUKE",0.2005550316,0.18274196,0.102840154021538,0.0105459468237116,"NS","Sig"
12,"QUKE",0.2375222388,0.18509855,0.315730197138455,0.000116404716960454,"NS","Sig"
17,"QUKE",0.2624005692,0.17478664,0.462611776572665,3.46445338612731e-05,"NS","Sig"
22,"QUKE",0.296468865,0.17843754,0.275703708808874,5.54282219934464e-06,"NS","Sig"
27,"QUKE",0.333892240374,0,1,1,"NS","NS"
32,"QUKE",0.387661659,0,1,1,"NS","NS"
