"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",3288,1638.1,0,9.40079535541803e-26,"Sig","Sig"
6,"ABMA",3116,1684.6,0,1.70551838106721e-22,"Sig","Sig"
11,"ABMA",3576,1730.5,0,3.95758904813266e-22,"Sig","Sig"
16,"ABMA",2725,1775.3,0,2.12317048857769e-18,"Sig","Sig"
21,"ABMA",2462,1821.6,0,4.15901894486519e-16,"Sig","Sig"
1,"PIMO",14,7.1,0,1.42519279021014e-13,"Sig","Sig"
6,"PIMO",14,7.5,0.0096218487394957,5.54052490231558e-09,"Sig","Sig"
11,"PIMO",14,8.2,0.0096218487394957,3.59831843987892e-07,"Sig","Sig"
16,"PIMO",14,8.8,0.448216403324931,4.41585703390981e-06,"NS","Sig"
21,"PIMO",10,9.2,0.729698822463768,0.182460010751334,"NS","NS"
