"Step","Species","SdlAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",557,12.8,0,2.71671057648031e-21,"Sig","Sig"
6,"ABMA",1047,64.6,0,5.97025278431286e-22,"Sig","Sig"
7,"ABMA",139,76.2,0,4.63289258250502e-10,"Sig","Sig"
8,"ABMA",163,87.1,0,1.02929468068359e-10,"Sig","Sig"
9,"ABMA",172,97.8,0,1.39695329683125e-09,"Sig","Sig"
10,"ABMA",85,108.3,0.587008809441999,2.61566035429713e-05,"NS","Sig"
11,"ABMA",3392,120.4,0,4.30695717400254e-25,"Sig","Sig"
12,"ABMA",18,129.7,0,1.09036112800354e-11,"Sig","Sig"
13,"ABMA",1219,138.1,0,5.39995720846214e-20,"Sig","Sig"
14,"ABMA",256,146,0,1.02338908731636e-10,"Sig","Sig"
15,"ABMA",90,153.8,0.0229331794220812,2.44931176700944e-08,"Sig","Sig"
16,"ABMA",1053,164,0,1.64300503781067e-18,"Sig","Sig"
18,"ABMA",2,181.9,0,4.41389924170604e-13,"Sig","Sig"
19,"ABMA",4,189.6,0,3.40264793881654e-13,"Sig","Sig"
21,"ABMA",644,200.7,0,3.94179452601506e-16,"Sig","Sig"
1,"PICO",34,0.9,0,2.18481937282149e-16,"Sig","Sig"
6,"PICO",35,4.1,0,5.60162051330029e-12,"Sig","Sig"
10,"PICO",1,6.3,0.672705378412882,4.08013738740823e-05,"NS","Sig"
11,"PICO",34,6.8,0,1.45225168957121e-10,"Sig","Sig"
13,"PICO",1,7.4,0.391591802395862,1.09742542234658e-05,"NS","Sig"
16,"PICO",32,8.2,0,5.02154307828992e-11,"Sig","Sig"
21,"PICO",30,8,0,3.91238808492872e-11,"Sig","Sig"
