"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",96.8483887734481,98.683546,0,7.794090608816e-08,"Sig","Sig"
6,"ABMA",97.520630229036,97.354546,0.430946541438274,0.726959083213457,"NS","NS"
11,"ABMA",94.4356457578324,97.024579,0.226529723006108,0.00149153057945705,"NS","Sig"
16,"ABMA",91.2557799384,96.482678,0.358379641138017,6.47928985052923e-05,"NS","Sig"
21,"ABMA",88.4665064514,95.622075,0.661460452386045,5.57219949418685e-05,"NS","Sig"
