"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",39.8128530357684,13.332496,0,3.11332395654063e-11,"Sig","Sig"
7,"ABCO",40.0922667679693,12.918468,0,2.55338330525701e-07,"Sig","Sig"
13,"ABCO",38.2628026521734,13.089216,0,4.95108868860776e-07,"Sig","Sig"
18,"ABCO",41.3628425580136,13.455286,0,6.37541666581898e-07,"Sig","Sig"
23,"ABCO",36.7710965314624,13.788708,0,1.76863969089379e-06,"Sig","Sig"
28,"ABCO",34.8471078648,14.196148,0,1.7750621373462e-06,"Sig","Sig"
28,"ABMA",0.0513777264,0.0290654,0,1,"Sig","NS"
1,"CADE",5.30694234872994,2.12592,0,1.87671533380784e-05,"Sig","Sig"
7,"CADE",5.59943232804898,2.22784098,0,1.73630849960865e-05,"Sig","Sig"
13,"CADE",5.9690752853676,2.30427322,0,1.50066863129526e-05,"Sig","Sig"
18,"CADE",6.3429422775454,2.14941386,0,1.54352475866824e-05,"Sig","Sig"
23,"CADE",6.74161128197944,2.12026236,0,5.81932825995693e-06,"Sig","Sig"
28,"CADE",7.1695341102,1.90025224,0.00416989909406165,3.21755284880353e-05,"Sig","Sig"
1,"PILA",28.925281243563,12.5806184,0,4.84029707249783e-07,"Sig","Sig"
7,"PILA",29.3543496913482,12.0798446,0,2.6247874081419e-06,"Sig","Sig"
13,"PILA",23.7891858553067,10.8319476,0,5.79601273959446e-06,"Sig","Sig"
18,"PILA",24.3772380398364,10.3832518,0,9.7010413225347e-06,"Sig","Sig"
23,"PILA",22.9420109028899,9.457319,0.0162344491360689,5.6492674852367e-05,"Sig","Sig"
28,"PILA",23.7742684872,9.2027534,0,1.24950215688757e-05,"Sig","Sig"
1,"QUKE",0.0468334004967445,0.02815794,0,1,"Sig","NS"
7,"QUKE",0.0500865287885017,0.030963418,0,1,"Sig","NS"
13,"QUKE",0.0606587963648973,0.033944674,0,1,"Sig","NS"
18,"QUKE",0.0381028930445755,0.03656323,0,1,"Sig","NS"
23,"QUKE",0.0413913653667776,0.03930392,0,1,"Sig","NS"
28,"QUKE",0.0474397308,0.04216676,0,1,"Sig","NS"
