"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",102.8738997594,121.180124,0,8.02630491940235e-08,"Sig","Sig"
6,"ABMA",105.098893977,120.823068,0.00367227988395294,3.33030301620251e-05,"Sig","Sig"
11,"ABMA",107.131277484,122.450444,0.0122339796179889,4.25612727675866e-05,"Sig","Sig"
16,"ABMA",107.9304031344,122.625836,0.0985848875828666,0.000513355319750919,"NS","Sig"
21,"ABMA",109.6955095236,123.711862,0.102834512081898,0.000568203045536,"NS","Sig"
1,"PICO",3.081968505,2.9051242,0,2.84897844387513e-12,"Sig","Sig"
6,"PICO",3.1846619112,2.79462312,0.273818520506303,0.00536643829996641,"NS","Sig"
11,"PICO",2.6072719596,2.813267,0.408656850033717,0.219822359776663,"NS","NS"
16,"PICO",2.7037732722,2.8368394,0.25780685497148,0.486588285038681,"NS","NS"
21,"PICO",2.6274677352,2.7446384,0.221307922537619,0.536779556246154,"NS","NS"
