"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",1112,561.814062,0,1.38981783137943e-11,"Sig","Sig"
6,"ABMA",1612,580.13642,0,2.92984779000905e-11,"Sig","Sig"
11,"ABMA",3998,590.1137,0,1.95583496467388e-12,"Sig","Sig"
16,"ABMA",1663,589.0252,0,9.51861823980479e-10,"Sig","Sig"
21,"ABMA",1286,592.6529,0,3.5228223665558e-09,"Sig","Sig"
1,"PICO",68,34.28571,0,6.15651521188813e-08,"Sig","Sig"
6,"PICO",70,32.834468,0,2.45752692064138e-07,"Sig","Sig"
11,"PICO",66,33.015904,0,3.83463099307454e-06,"Sig","Sig"
16,"PICO",64,31.564634,0,3.94690964632281e-06,"Sig","Sig"
21,"PICO",60,32.108818,0,1.22935547003663e-05,"Sig","Sig"
