"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",324,262.85764,0.00898240351253113,3.67572394591581e-05,"Sig","Sig"
6,"ABCO",298,542.94748,0,9.24182889087823e-07,"Sig","Sig"
11,"ABCO",2919,656.87042,0,4.30038728499496e-09,"Sig","Sig"
16,"ABCO",716,755.55602,0.757268208436907,0.00995716691452221,"NS","Sig"
21,"ABCO",314,866.03198,0,1.69735562348863e-07,"Sig","Sig"
1,"CADE",1408,730.5215,0,3.1875807013638e-09,"Sig","Sig"
6,"CADE",1260,831.5646,0,2.94652133116734e-08,"Sig","Sig"
11,"CADE",1528,880.1814,0,4.72060673022797e-08,"Sig","Sig"
16,"CADE",4656,917.0064,0,3.88267726752571e-10,"Sig","Sig"
21,"CADE",1058,959.2746,0.029886171178363,0.000224420949752341,"Sig","Sig"
1,"PILA",146,62.947878,0,2.67550217222271e-08,"Sig","Sig"
6,"PILA",136,58.956938,0,4.60208712844165e-07,"Sig","Sig"
11,"PILA",154,54.603186,0,2.27519498815833e-07,"Sig","Sig"
16,"PILA",212,50.430826,0,1.29284601123998e-07,"Sig","Sig"
21,"PILA",222,48.253952,0,7.26799152407332e-08,"Sig","Sig"
1,"PIPO",94,46.802766,0,1.72987013710175e-07,"Sig","Sig"
6,"PIPO",64,43.718854,0.0277839721324597,0.000213118814041043,"Sig","Sig"
11,"PIPO",97,42.086172,0.000660463826460428,4.26495759566348e-05,"Sig","Sig"
16,"PIPO",96,39.546508,0.0322534059026978,0.000235009112536305,"Sig","Sig"
21,"PIPO",64,37.55102,0.258512668754671,0.00292592690632191,"NS","Sig"
1,"QUCH",84,6.34921,0,1.11690141062813e-09,"Sig","Sig"
6,"QUCH",80,5.623586,0,2.60071466230477e-09,"Sig","Sig"
11,"QUCH",112,5.260774,0,6.13152441583961e-10,"Sig","Sig"
21,"QUCH",114,4.716556,0,2.51471408700832e-08,"Sig","Sig"
1,"QUKE",620,305.668966,0,6.65417801799256e-09,"Sig","Sig"
6,"QUKE",554,307.30198,0,1.37345663047399e-08,"Sig","Sig"
11,"QUKE",1074,291.15618,0,9.73304925907079e-13,"Sig","Sig"
16,"QUKE",1010,275.37424,0,6.56089032650496e-10,"Sig","Sig"
21,"QUKE",502,263.945764,0,1.72939607848712e-07,"Sig","Sig"
