"Step","Species","AdultAbsBA","simMean","pval","signif"
1,"ABCO",8.225156478,14.23761,6.54906689408473e-19,"Sig"
6,"ABCO",8.558441753,14.12701,5.26093402363673e-14,"Sig"
11,"ABCO",8.60228985,14.00695,1.46934529439309e-12,"Sig"
16,"ABCO",9.553299294,13.82807,1.27902910104521e-09,"Sig"
21,"ABCO",10.69337808,13.333,2.06452109383409e-08,"Sig"
1,"CADE",26.30695258,28.63574,1.74508847565511e-13,"Sig"
6,"CADE",27.54093222,28.90202,1.74863994122655e-07,"Sig"
11,"CADE",29.41467906,29.08884,0.0199835071275103,"Sig"
16,"CADE",30.98351713,29.37988,1.46407287281949e-07,"Sig"
21,"CADE",31.68296924,29.58557,1.92950621442722e-07,"Sig"
1,"PILA",1.565750663,2.867847,3.04302177463587e-16,"Sig"
6,"PILA",1.680348377,2.769357,4.29686935586917e-08,"Sig"
11,"PILA",1.975410591,2.642491,2.77952908278316e-05,"Sig"
16,"PILA",2.307715687,2.468723,0.162217573861106,"NS"
21,"PILA",2.568946796,2.370008,0.137553248073976,"NS"
1,"PIPO",17.41989711,29.28678,2.73155293484399e-13,"Sig"
6,"PIPO",11.30799599,25.15954,2.03792867594025e-09,"Sig"
11,"PIPO",11.61260396,21.4761,8.85445515846491e-07,"Sig"
16,"PIPO",11.66155637,18.03176,1.57603136161853e-05,"Sig"
21,"PIPO",12.04379013,14.767425,0.0225610004798107,"Sig"
1,"QUCH",0.083079612,0.2611011,1.51153447559513e-23,"Sig"
6,"QUCH",0.037016687,0.2576145,5.50811811680272e-12,"Sig"
11,"QUCH",0.021007879,0.2129564,5.03769240001862e-06,"Sig"
16,"QUCH",0.023558513,0.20059204,4.97273928496339e-05,"Sig"
21,"QUCH",0.017660504,0.19374487,7.36178014299116e-05,"Sig"
1,"QUKE",15.1782367,16.46813,3.15792624208025e-14,"Sig"
6,"QUKE",14.68553643,16.49196,8.71554130908957e-12,"Sig"
11,"QUKE",14.90333257,16.48295,4.4904076101433e-11,"Sig"
16,"QUKE",15.42906912,16.43349,1.50676870851184e-08,"Sig"
21,"QUKE",15.31791852,16.3833,7.65454897403626e-08,"Sig"
