"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",1544,802.72048,0,1.84113820282288e-10,"Sig","Sig"
6,"ABMA",1454,828.48062,0,2.37359373400532e-09,"Sig","Sig"
11,"ABMA",3012,840.27184,0,1.56532302726116e-11,"Sig","Sig"
16,"ABMA",1328,838.2766,0,4.74835437261865e-08,"Sig","Sig"
21,"ABMA",1186,845.3516,0,8.41768205056801e-07,"Sig","Sig"
