"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",1112,562.539742,0,4.67665911054626e-10,"Sig","Sig"
6,"ABMA",1612,579.77356,0,2.54805833384042e-10,"Sig","Sig"
11,"ABMA",3998,583.40164,0,6.84706498824546e-12,"Sig","Sig"
16,"ABMA",1663,585.57854,0,7.2218685294256e-09,"Sig","Sig"
21,"ABMA",1286,589.38802,0,3.79816709508852e-08,"Sig","Sig"
1,"PICO",68,33.378686,0,1.62644012283e-07,"Sig","Sig"
6,"PICO",70,33.015858,0,8.27368055607326e-06,"Sig","Sig"
11,"PICO",66,34.104342,0.0251524153222707,7.6209988035434e-05,"Sig","Sig"
16,"PICO",64,35.736934,0.0487128863624781,0.000285907779428709,"Sig","Sig"
21,"PICO",60,35.555546,0.169115292478207,0.000734030640626092,"NS","Sig"
