"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",96.8483887734481,95.872262,0.0834230220904892,0.00116023317362795,"NS","Sig"
6,"ABMA",97.520630229036,95.988582,0.936838522842219,0.0686630767636009,"NS","NS"
11,"ABMA",94.4356457578324,97.304596,0.740080217882732,0.016813218227431,"NS","Sig"
16,"ABMA",91.2557799384,99.110274,0.162389856602723,0.000694341001977866,"NS","Sig"
21,"ABMA",88.4665064514,100.32583,0.0596571188965091,0.000202727384649003,"NS","Sig"
