"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",1258,422.22252,0,5.81155319935768e-10,"Sig","Sig"
7,"ABCO",1236,727.99994,0,6.54629469851631e-07,"Sig","Sig"
13,"ABCO",1166,878.04428,0,3.45507545434975e-06,"Sig","Sig"
18,"ABCO",1556,971.73354,0,1.08553969428592e-07,"Sig","Sig"
23,"ABCO",1276,1065.59996,0.0894605184817016,0.000366775162262068,"NS","Sig"
28,"ABCO",1064,1182.04466,0.236581642200158,0.00130188295691883,"NS","Sig"
28,"ABMA",4,0.888889,0,1,"Sig","NS"
1,"CADE",208,46.2222578,0,8.74880779040231e-10,"Sig","Sig"
7,"CADE",208,54.755542,0,1.34970839923502e-07,"Sig","Sig"
13,"CADE",208,57.95558,0,8.82236389785861e-07,"Sig","Sig"
18,"CADE",208,58.133382,0,8.5753400029114e-07,"Sig","Sig"
23,"CADE",249,59.911148,0,1.45891573192113e-07,"Sig","Sig"
28,"CADE",247,62.400022,0,3.85402584286778e-07,"Sig","Sig"
1,"PILA",358,84.4443836,0,6.68924766299378e-12,"Sig","Sig"
7,"PILA",342,74.1333238,0,9.74371071852926e-09,"Sig","Sig"
13,"PILA",258,67.5555618,0,3.25508061898385e-07,"Sig","Sig"
18,"PILA",232,62.7555578,0,1.17406999728581e-06,"Sig","Sig"
23,"PILA",157,62.222194,0,1.47190531317545e-05,"Sig","Sig"
28,"PILA",143,58.1333358,0.00226937488893811,3.33475210667786e-05,"Sig","Sig"
1,"QUKE",68,1.777778,0,1,"Sig","NS"
7,"QUKE",68,1.6000002,0,3.08296286768092e-10,"Sig","Sig"
13,"QUKE",68,1.6000002,0,3.08296286768092e-10,"Sig","Sig"
18,"QUKE",61,1.4222224,0,1.07020755908323e-09,"Sig","Sig"
23,"QUKE",73,1.6000002,0,2.82450134785747e-09,"Sig","Sig"
28,"QUKE",64,1.2444446,0,8.69361326301821e-10,"Sig","Sig"
