"Step","Species","SimAbsDen","ExpAbsDen"
1,"ABCO",237.48764,540
6,"ABCO",294.91482,168
7,"ABCO",672.35544,1236
11,"ABCO",610.06828,2919
12,"ABCO",92.4,38
13,"ABCO",771.19998,1166
16,"ABCO",695.14742,716
17,"ABCO",102,210
18,"ABCO",846.5774,1556
21,"ABCO",782.94814,314
22,"ABCO",112.8,42
23,"ABCO",932.79982,1276
27,"ABCO",131,36
28,"ABCO",1002.84426,1064
32,"ABCO",138.8,24
1,"ABMA",1000.271388,1981.33333333333
6,"ABMA",1011.8823,2060.66666666667
11,"ABMA",1004.38426,3528.66666666667
16,"ABMA",1002.02597333333,1905.33333333333
21,"ABMA",995.132126666667,1644.66666666667
28,"ABMA",0.888889,4
1,"CADE",385.2988378,808
6,"CADE",824.1272,1260
7,"CADE",51.20002,208
11,"CADE",865.4876,1528
13,"CADE",52.266698,208
16,"CADE",886.3492,4656
17,"CADE",2.4,10
18,"CADE",53.333344,208
21,"CADE",928.4354,1058
22,"CADE",2.2,20
23,"CADE",52.977774,249
27,"CADE",2.2,25
28,"CADE",53.688904,247
32,"CADE",2,30
1,"PICO",34.285724,68
6,"PICO",34.104288,70
10,"PICO",1.3733916,14
11,"PICO",33.741464,66
15,"PICO",1.2017178,14
16,"PICO",33.3787,64
19,"PICO",1.2017178,16
21,"PICO",33.741476,60
24,"PICO",1.2017178,18
29,"PICO",1.0300436,18
1,"PIJE",140,324
6,"PIJE",141,302
12,"PIJE",141.2,270
17,"PIJE",142.2,228
22,"PIJE",137.4,208
27,"PIJE",136.6,202
32,"PIJE",135.6,196
1,"PILA",50.3999972666667,170.666666666667
6,"PILA",30.524954,72
7,"PILA",77.866698,342
11,"PILA",53.514764,154
12,"PILA",3,6
13,"PILA",70.5777898,258
16,"PILA",48.43536,212
17,"PILA",2.6,4
18,"PILA",66.4888738,232
21,"PILA",44.80726,222
22,"PILA",2.2,4
23,"PILA",62.3999958,157
27,"PILA",2,4
28,"PILA",59.555528,143
32,"PILA",1.8,4
1,"PIMO",44.5966769,120
5,"PIMO",81.716744,226
6,"PIMO",7.619052,14
10,"PIMO",79.656668,216
11,"PIMO",7.25624,14
15,"PIMO",83.261804,220
16,"PIMO",7.800458,14
19,"PIMO",84.80688,387
21,"PIMO",7.619052,10
24,"PIMO",85.836908,422
29,"PIMO",87.725332,456
1,"PIPO",44.263092,94
6,"PIPO",44.08165,64
11,"PIPO",39.909298,97
16,"PIPO",35.73698,96
21,"PIPO",33.015882,64
1,"QUCH",6.167804,84
6,"QUCH",5.986398,80
11,"QUCH",5.44218,112
21,"QUCH",4.716556,114
1,"QUKE",107.513262666667,296.666666666667
6,"QUKE",157.99487,378
7,"QUKE",1.777778,68
11,"QUKE",290.43056,1074
12,"QUKE",14.4,200
13,"QUKE",2.1333336,68
16,"QUKE",271.5648,1010
17,"QUKE",13.6,273
18,"QUKE",1.777778,61
21,"QUKE",260.680276,502
22,"QUKE",12.4,195
23,"QUKE",1.6000002,73
27,"QUKE",11.8,225
28,"QUKE",1.6000002,64
32,"QUKE",11,248
