"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
10,"PICO",14,1.5450658,0,2.16299620183695e-07,"Sig","Sig"
15,"PICO",14,1.5450658,0,2.16299620183695e-07,"Sig","Sig"
19,"PICO",16,1.5450658,0,1.19261049683758e-07,"Sig","Sig"
24,"PICO",18,1.3733916,0,1.53276777219427e-07,"Sig","Sig"
29,"PICO",18,1.2017174,0,1.47109564484003e-07,"Sig","Sig"
1,"PIMO",226,80.3433878,0,2.26900850978942e-09,"Sig","Sig"
5,"PIMO",226,80.5150518,0,3.49630666166076e-07,"Sig","Sig"
10,"PIMO",216,81.545044,0,1.59289055858836e-07,"Sig","Sig"
15,"PIMO",220,82.231744,0,2.77106499937112e-07,"Sig","Sig"
19,"PIMO",387,81.54509,0,1.21213428102521e-09,"Sig","Sig"
24,"PIMO",422,80.85838,0,4.95621137214728e-09,"Sig","Sig"
29,"PIMO",456,81.888408,0,2.74048810623889e-09,"Sig","Sig"
