"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",3288,1635.011096,0,4.14353024249593e-12,"Sig","Sig"
6,"ABMA",3116,1626.66498,0,1.49689708093828e-10,"Sig","Sig"
11,"ABMA",3576,1612.87974,0,4.09347289054294e-11,"Sig","Sig"
16,"ABMA",2725,1594.19592,0,1.254277458349e-08,"Sig","Sig"
21,"ABMA",2462,1578.4124,0,7.66850710975622e-09,"Sig","Sig"
1,"PIMO",14,7.981864,0,4.92361076147988e-06,"Sig","Sig"
6,"PIMO",14,7.981864,0.0398376589176299,0.000172024667335051,"Sig","Sig"
11,"PIMO",14,7.619052,0.0398376589176298,0.000159950079503498,"Sig","Sig"
16,"PIMO",14,7.437646,0.0398376589176298,0.000242538849959076,"Sig","Sig"
21,"PIMO",10,7.437646,0.823724374550942,0.0183913964457187,"NS","Sig"
