"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",1112,563.628112,0,2.59368941555721e-11,"Sig","Sig"
6,"ABMA",1612,573.60582,0,5.16449775020328e-10,"Sig","Sig"
11,"ABMA",3998,582.31328,0,1.2604897904715e-12,"Sig","Sig"
16,"ABMA",1663,583.5831,0,3.33545577352988e-10,"Sig","Sig"
21,"ABMA",1286,582.31322,0,3.01872044369893e-09,"Sig","Sig"
1,"PICO",68,33.560086,0,2.88573100095495e-08,"Sig","Sig"
6,"PICO",70,32.834466,0,9.66504320562033e-06,"Sig","Sig"
11,"PICO",66,31.927434,0,3.30900314035851e-05,"Sig","Sig"
16,"PICO",64,31.201784,0,3.66844889081691e-05,"Sig","Sig"
21,"PICO",60,31.20181,0.0104411210791219,7.72155369110078e-05,"Sig","Sig"
