"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",102.8738997594,121.070248,0,5.62391765417125e-08,"Sig","Sig"
6,"ABMA",105.098893977,121.51575,0,1.16743907371299e-05,"Sig","Sig"
11,"ABMA",107.131277484,122.60331,0.0144834742028061,6.40211711676709e-05,"Sig","Sig"
16,"ABMA",107.9304031344,123.33214,0,9.21118857034043e-06,"Sig","Sig"
21,"ABMA",109.6955095236,123.82733,0.0039732190346666,3.70022899057863e-05,"Sig","Sig"
1,"PICO",3.081968505,2.902018,0,3.75412735753088e-17,"Sig","Sig"
6,"PICO",3.1846619112,2.7808288,0.514671416461577,0.0134240542745919,"NS","Sig"
11,"PICO",2.6072719596,2.8435224,0.771362120700715,0.0924111574220264,"NS","NS"
16,"PICO",2.7037732722,2.7385066,0.0526752849229648,0.883031864970075,"NS","NS"
21,"PICO",2.6274677352,2.7331008,0.150846824047576,0.609706940019854,"NS","NS"
