"","species","ba90","den90"
"1","ABCO",2.96310425860906,0.732586748139293
"2","ABMA",0.918318853183124,2.01145883997401
"3","CADE",0.98865591261181,2.30712733267019
"4","PICO",0.950655873575544,1.31789171704018
"5","PIJE",2.46469396602168,-0.58378777193728
"6","PILA",2.90635552966491,3.03081235713153
"7","PIMO",0.988462694732103,3.60027313479262
"8","PIPO",0.649412829498517,1.53568959481146
"9","QUCH",3.42431880159858,-17.4879209789282
"10","QUKE",1.01913609173024,2.57899142898779
