"Step","Species","SimAbsDen","ExpAbsDen"
1,"ABCO",233.123986666667,540
6,"ABCO",312.32271,168
7,"ABCO",691.91076,1236
11,"ABCO",628.75266,2919
12,"ABCO",98,38
13,"ABCO",797.1556,1166
16,"ABCO",698.77546,716
17,"ABCO",105.6,210
18,"ABCO",863.46676,1556
21,"ABCO",780.77102,314
22,"ABCO",115,42
23,"ABCO",918.2223,1276
27,"ABCO",129.6,36
28,"ABCO",996.7999,1064
32,"ABCO",138.6,24
1,"ABMA",998.275444666667,1981.33333333333
6,"ABMA",1008.61648666667,2060.66666666667
11,"ABMA",1007.77086666667,3528.66666666667
16,"ABMA",1002.08663333333,1905.33333333333
21,"ABMA",995.19248,1644.66666666667
28,"ABMA",0.888889,4
1,"CADE",387.73331,808
6,"CADE",819.773,1260
7,"CADE",51.733338,208
11,"CADE",857.8682,1528
13,"CADE",53.688902,208
16,"CADE",882.177,4656
17,"CADE",2.8,10
18,"CADE",52.266668,208
21,"CADE",909.388,1058
22,"CADE",2.6,20
23,"CADE",52.088874,249
27,"CADE",2.4,25
28,"CADE",55.111124,247
32,"CADE",2.2,30
1,"PICO",34.28571,68
6,"PICO",32.834468,70
10,"PICO",1.71674,14
11,"PICO",33.015904,66
15,"PICO",1.5450658,14
16,"PICO",31.564634,64
19,"PICO",1.5450658,16
21,"PICO",32.108818,60
24,"PICO",1.5450658,18
29,"PICO",1.2017174,18
1,"PIJE",139,324
6,"PIJE",139.8,302
12,"PIJE",139.6,270
17,"PIJE",136.4,228
22,"PIJE",139.8,208
27,"PIJE",136.4,202
32,"PIJE",139.4,196
1,"PILA",50.8196466,170.666666666667
6,"PILA",32.21337,72
7,"PILA",76.622246,342
11,"PILA",55.32882,154
12,"PILA",3.2,6
13,"PILA",72.355574,258
16,"PILA",51.156468,212
17,"PILA",3.8,4
18,"PILA",67.0221918,232
21,"PILA",45.895708,222
22,"PILA",2.8,4
23,"PILA",62.933312,157
27,"PILA",2.8,4
28,"PILA",59.5555718,143
32,"PILA",2.8,4
1,"PIMO",44.2533118,120
5,"PIMO",82.746792,226
6,"PIMO",7.619052,14
10,"PIMO",81.030026,216
11,"PIMO",7.800458,14
15,"PIMO",80.000038,220
16,"PIMO",7.800458,14
19,"PIMO",83.09015,387
21,"PIMO",7.619052,10
24,"PIMO",80.858372,422
29,"PIMO",81.716726,456
1,"PIPO",43.35601,94
6,"PIPO",44.263088,64
11,"PIPO",40.090696,97
16,"PIPO",34.829954,96
21,"PIPO",30.839066,64
1,"QUCH",6.167804,84
6,"QUCH",5.623586,80
11,"QUCH",5.623586,112
21,"QUCH",4.353744,114
1,"QUKE",108.245064,296.666666666667
6,"QUKE",158.35772,378
7,"QUKE",1.6000002,68
11,"QUKE",287.52818,1074
12,"QUKE",15,200
13,"QUKE",1.777778,68
16,"QUKE",272.290484,1010
17,"QUKE",14,273
18,"QUKE",1.6000002,61
21,"QUKE",262.67565,502
22,"QUKE",13.8,195
23,"QUKE",1.6000002,73
27,"QUKE",13.6,225
28,"QUKE",1.4222224,64
32,"QUKE",12.4,248
