"Step","Species","SimAbsDen","ExpAbsDen"
1,"ABCO",299.48808,540
6,"ABCO",799.552316666669,168
7,"ABCO",1603.79259333333,1236
11,"ABCO",2203.11441333333,2919
12,"ABCO",594.333333333333,38
13,"ABCO",2687.52692666667,1166
16,"ABCO",3096.96325333333,716
17,"ABCO",823.533333333333,210
18,"ABCO",3564.80006,1556
21,"ABCO",3966.50083333333,314
22,"ABCO",1046.93333333333,42
23,"ABCO",4414.39881333333,1276
27,"ABCO",0,36
28,"ABCO",0,1064
32,"ABCO",0,24
1,"ABMA",996.844444444446,1981.33333333333
6,"ABMA",1047.42222222222,2060.66666666667
11,"ABMA",1101.11111111111,3528.66666666667
16,"ABMA",1152.91111111111,1905.33333333333
21,"ABMA",1205.57777777778,1644.66666666667
28,"ABMA",0,4
1,"CADE",385.325363566667,808
6,"CADE",913.9228,1260
7,"CADE",62.10369,208
11,"CADE",1104.27846666667,1528
13,"CADE",79.11113,208
16,"CADE",1286.4098,4656
17,"CADE",3,10
18,"CADE",91.4962966666667,208
21,"CADE",1453.484,1058
22,"CADE",2.93333333333333,20
23,"CADE",105.659282,249
27,"CADE",0,25
28,"CADE",0,247
32,"CADE",0,30
1,"PICO",34.8666666666667,68
6,"PICO",37.6,70
10,"PICO",1.77778,14
11,"PICO",39.8666666666667,66
15,"PICO",1.77778,14
16,"PICO",41.4666666666667,64
19,"PICO",1.77778,16
21,"PICO",43.5333333333333,60
24,"PICO",1.8370392,18
29,"PICO",0,18
1,"PIJE",158.266666666667,324
6,"PIJE",256.133333333333,302
12,"PIJE",366.066666666667,270
17,"PIJE",453.666666666667,228
22,"PIJE",538.266666666667,208
27,"PIJE",0,202
32,"PIJE",0,196
1,"PILA",52.1462686666666,170.666666666667
6,"PILA",35.5949433333334,72
7,"PILA",105.896303333333,342
11,"PILA",67.059714,154
12,"PILA",7,6
13,"PILA",122.607279933333,258
16,"PILA",68.3900273333333,212
17,"PILA",8.13333333333333,4
18,"PILA",133.33319,232
21,"PILA",70.1436153333333,222
22,"PILA",9.06666666666667,4
23,"PILA",143.703681266667,157
27,"PILA",0,4
28,"PILA",0,143
32,"PILA",0,4
1,"PIMO",44.1074045,120
5,"PIMO",89.8962872666667,226
6,"PIMO",7.26666666666667,14
10,"PIMO",98.4889024666667,216
11,"PIMO",7.73333333333333,14
15,"PIMO",107.792583266667,220
16,"PIMO",8.4,14
19,"PIMO",114.785171066667,387
21,"PIMO",8.73333333333333,10
24,"PIMO",123.851853066667,422
29,"PIMO",0,456
1,"PIPO",57.32432,94
6,"PIPO",114.648533333333,64
11,"PIPO",159.939533333333,97
16,"PIPO",198.63956,96
21,"PIPO",230.566954666667,64
1,"QUCH",6.22827266666667,84
6,"QUCH",5.74452333333333,80
11,"QUCH",5.50264866666667,112
21,"QUCH",5.13983666666667,114
1,"QUKE",107.3737522,296.666666666667
6,"QUKE",174.10514,378
7,"QUKE",1.77777813333333,68
11,"QUKE",356.5833,1074
12,"QUKE",16.8666666666667,200
13,"QUKE",1.8962968,68
16,"QUKE",379.138373333333,1010
17,"QUKE",17.4,273
18,"QUKE",1.9555562,61
21,"QUKE",403.80964,502
22,"QUKE",17.4666666666667,195
23,"QUKE",2.01481553333333,73
27,"QUKE",0,225
28,"QUKE",0,64
32,"QUKE",0,248
