"Step","Species","SimAbsDen","ExpAbsDen"
1,"ABCO",122.707,168.666666666667
6,"ABCO",421.634033333333,54
7,"ABCO",1212.20733333333,401
11,"ABCO",1509.47866666667,99
12,"ABCO",494.666666666667,8
13,"ABCO",2296.83066666667,402
16,"ABCO",2434.77133333333,103
17,"ABCO",730.066666666667,8
18,"ABCO",3193.6,429
21,"ABCO",3314.528,99
22,"ABCO",957.333333333333,9
23,"ABCO",4047.11,414
27,"ABCO",0,8
28,"ABCO",0,388
32,"ABCO",0,5
1,"ABMA",553.788888916667,553.5
6,"ABMA",774.088888888888,709
7,"ABMA",0.888889,1
11,"ABMA",826.31111111111,684.666666666667
13,"ABMA",0.888889,2
16,"ABMA",881.333333333333,626.333333333333
18,"ABMA",0.888889,2
21,"ABMA",936.844444444445,586.333333333333
23,"ABMA",0.888889,2
28,"ABMA",0,1
1,"CADE",129.5201,142
6,"CADE",237.025333333333,159
7,"CADE",36.9777666666667,37
11,"CADE",654.633466666667,290
12,"CADE",3,5
13,"CADE",53.74816,49
16,"CADE",855.449733333333,256
17,"CADE",3,4
18,"CADE",66.9629533333333,67
21,"CADE",1047.014,199
22,"CADE",2.8,8
23,"CADE",81.3037,81
27,"CADE",0,9
28,"CADE",0,78
32,"CADE",0,11
1,"PICO",9.38889,8
5,"PICO",1.77778,2
6,"PICO",19.7333333333333,16
10,"PICO",1.77778,3
11,"PICO",23,16
15,"PICO",1.77778,5
16,"PICO",25.8666666666667,16
19,"PICO",1.77778,6
21,"PICO",28.4,15
24,"PICO",1.77777993333333,7
29,"PICO",0,8
1,"PIJE",85,85
6,"PIJE",180.6,84
12,"PIJE",295.266666666667,81
17,"PIJE",385.133333333333,74
22,"PIJE",471.733333333333,69
27,"PIJE",0,65
32,"PIJE",0,59
1,"PILA",40.7452666666667,59.6666666666667
6,"PILA",30.4978133333333,31
7,"PILA",79.88148,116
11,"PILA",59.98488,64
12,"PILA",4.73333333333333,2
13,"PILA",99.1406066666667,89
16,"PILA",61.91988,85
17,"PILA",6.06666666666667,1
18,"PILA",112.948,69
21,"PILA",63.4315933333333,103
22,"PILA",7.2,1
23,"PILA",124.088866666667,42
27,"PILA",0,1
28,"PILA",0,37
32,"PILA",0,1
1,"PIMO",14.44074,15.75
5,"PIMO",56.11852,56
6,"PIMO",3.51111111111111,3.33333333333333
10,"PIMO",64.0000066666667,55
11,"PIMO",4.93333333333334,4
12,"PIMO",1,1
15,"PIMO",73.0666533333333,61
16,"PIMO",5.13333333333333,4
17,"PIMO",1,1
19,"PIMO",79.7629466666667,131
21,"PIMO",5.2,2.5
24,"PIMO",88.7703666666667,140
29,"PIMO",0,156
1,"PIPO",5.8866445,7
6,"PIPO",50.06804,9
7,"PIPO",0.888889,1
11,"PIPO",106.78762,12
16,"PIPO",154.860266666667,11
21,"PIPO",194.588133333333,11
1,"QUCH",2.72109,3
6,"QUCH",2.72109,38
11,"QUCH",2.902496,52
16,"QUCH",2.84202733333333,49
21,"QUCH",2.84202733333333,56
1,"QUKE",9.67799633333333,13.3333333333333
6,"QUKE",21.8706766666667,17
7,"QUKE",0.9481484,6
11,"QUKE",66.1526933333333,36
12,"QUKE",13.0666666666667,56
13,"QUKE",1.0074078,16
16,"QUKE",103.099053333333,38
17,"QUKE",13.6,92
18,"QUKE",1.0666672,26
21,"QUKE",139.561666666667,35
22,"QUKE",14,90
23,"QUKE",1.12592653333333,31
27,"QUKE",0,99
28,"QUKE",0,26
32,"QUKE",0,113
