"Step","Species","SimAbsDen","ExpAbsDen"
1,"ABCO",143.5714,309.333333333333
6,"ABCO",352.711633333333,86.5
7,"ABCO",344.651933333333,698
8,"ABCO",640.544133333333,5290
9,"ABCO",651.3682,1984
10,"ABCO",654.452,1744
11,"ABCO",652.214733333333,2771
12,"ABCO",370.138233333333,546
13,"ABCO",493.769833333333,637.5
14,"ABCO",638.790666666667,452
15,"ABCO",634.195133333333,577
16,"ABCO",621.617466666667,561
17,"ABCO",355.664766666667,210.5
18,"ABCO",344.370933333333,487
19,"ABCO",204.140766666667,37
20,"ABCO",205.544466666666,31
21,"ABCO",340.8644,62.3333333333333
22,"ABCO",201.6926,20
23,"ABCO",202.703666666666,364
24,"ABCO",198.7963,12
25,"ABCO",198.5851,2.5
26,"ABCO",0,1
27,"ABCO",0,11
28,"ABCO",0,539
29,"ABCO",0,28
30,"ABCO",0,32
31,"ABCO",0,28
32,"ABCO",0,10.5
1,"ABMA",9.33333333333335,751.75
6,"ABMA",30.1777777777778,1112
7,"ABMA",15.7,71
8,"ABMA",33.6222222222222,234.666666666667
9,"ABMA",33.9111111111111,176
10,"ABMA",34.4888888888889,98.3333333333333
11,"ABMA",34.4666666666667,2607
12,"ABMA",34.9777777777778,119.666666666667
13,"ABMA",26.75,1614.25
14,"ABMA",34.7111111111111,116.666666666667
15,"ABMA",34.6,160
16,"ABMA",34.8222222222222,1042.66666666667
17,"ABMA",35.1333333333333,36.5
18,"ABMA",26.2666666666667,165.75
19,"ABMA",16.8333333333333,2.5
21,"ABMA",35.1555555555556,825.666666666667
22,"ABMA",24.6,5.33333333333333
23,"ABMA",0,2
28,"ABMA",0,2
1,"CADE",15.0010557111111,286.333333333333
6,"CADE",65.4270666666665,319.5
7,"CADE",5.51111,135
8,"CADE",142.826933333333,525
9,"CADE",148.510933333333,830
10,"CADE",145.6084,395
11,"CADE",146.9994,915
12,"CADE",72.4717,330.5
13,"CADE",74.5856483333332,136
14,"CADE",141.375666666667,7565
15,"CADE",141.315133333333,371
16,"CADE",138.956933333333,4067
17,"CADE",66.8178,85
18,"CADE",69.8726016666667,96
19,"CADE",5.98518466666667,3
20,"CADE",0,3
21,"CADE",65.6392999999998,581
22,"CADE",44.1614371111112,5
23,"CADE",3.32222433333333,66
24,"CADE",5.62962933333333,33
25,"CADE",5.39259466666667,3
26,"CADE",0,34
27,"CADE",0,7
28,"CADE",0,127
29,"CADE",0,6
30,"CADE",0,2
32,"CADE",0,8.5
1,"PICO",0.466666666666667,23
5,"PICO",0,12
6,"PICO",1.93333333333333,35
8,"PICO",0,1
10,"PICO",0.833333333333335,5.5
11,"PICO",1.93333333333333,34
13,"PICO",1.53333333333333,1
15,"PICO",0,8
16,"PICO",1.33333333333333,32
17,"PICO",0,2
19,"PICO",0,9
21,"PICO",2.06666666666667,30
24,"PICO",0,10
29,"PICO",0,9
1,"PIJE",19.8666666666667,184
6,"PIJE",24.8,171
12,"PIJE",22.6,146
17,"PIJE",21.4,114
18,"PIJE",11.0333333333333,1.5
19,"PIJE",22.5333333333333,4
20,"PIJE",9.63333333333335,1.5
21,"PIJE",0,2
22,"PIJE",10.2666666666666,52.5
23,"PIJE",21.7333333333333,1
24,"PIJE",10.1333333333334,11
25,"PIJE",20.7333333333333,7
27,"PIJE",0,101
32,"PIJE",0,99
1,"PILA",1.36785155555556,93.6666666666667
6,"PILA",1.019426,37.5
7,"PILA",7.17037,180
8,"PILA",1.51171666666667,80
9,"PILA",1.14890466666667,23
10,"PILA",1.14890466666667,14
11,"PILA",1.269842,84
12,"PILA",0.838019999999999,7.5
13,"PILA",3.74603163333333,75.5
14,"PILA",0.786092666666667,13
15,"PILA",0.786092666666667,38
16,"PILA",0.967498666666667,121
17,"PILA",0.717082666666667,21.5
18,"PILA",4.44444466666667,132
19,"PILA",4.56296326666667,9
20,"PILA",5.037036,5
21,"PILA",3.53983366666667,58
22,"PILA",2.035676,10.3333333333333
23,"PILA",4.8000026,84
24,"PILA",2.548148,3
25,"PILA",4.44444466666667,205
26,"PILA",0,20
27,"PILA",0,2.5
28,"PILA",0,74
30,"PILA",0,6
32,"PILA",0,2
1,"PIMO",0.501852249999999,37.5
5,"PIMO",2.78518726666667,136
6,"PIMO",0.0222222222222222,3.66666666666667
10,"PIMO",2.0740758,123
11,"PIMO",0.0666666666666665,4.5
12,"PIMO",0,1
15,"PIMO",2.48888993333333,115
16,"PIMO",0.617284355555554,3.33333333333333
17,"PIMO",1.48148166666667,1
18,"PIMO",1.71851966666667,1
19,"PIMO",2.37037106666667,197
20,"PIMO",2.42963266666667,6
21,"PIMO",0.738272133333333,3
23,"PIMO",2.8444472,1
24,"PIMO",2.25185306666667,214
29,"PIMO",0,230
1,"PIPO",6.98412333333335,25
6,"PIPO",37.5510133333333,33
7,"PIPO",0,1
8,"PIPO",34.95086,18
9,"PIPO",33.80196,6
10,"PIPO",33.43916,4
11,"PIPO",30.9599266666667,63
12,"PIPO",30.2947813333333,991
