"Step","Species","SimAbsDen","ExpAbsDen"
1,"ABCO",36.6333316666667,230.666666666667
6,"ABCO",27.7333305,81.5
7,"ABCO",53.2,538
11,"ABCO",46.31111,148
12,"ABCO",8.488889,17
13,"ABCO",53.43334,539
16,"ABCO",46.63333,155
17,"ABCO",8.288888,17
18,"ABCO",53.1889,571
21,"ABCO",47.25556,157
22,"ABCO",7.933333,18
23,"ABCO",52.71112,553
27,"ABCO",7.466666,16
28,"ABCO",52.33333,525
32,"ABCO",7.222222,11
1,"ABMA",183.525075,735.25
6,"ABMA",245.474,948.666666666667
7,"ABMA",0,1
11,"ABMA",245.840733333333,921.666666666667
13,"ABMA",0,2
16,"ABMA",245.907366666667,862.666666666667
18,"ABMA",0,2
21,"ABMA",246.126,819
23,"ABMA",0,2
28,"ABMA",0,2
1,"CADE",111.548163333333,256.333333333333
6,"CADE",156.8055,316.5
7,"CADE",20.04444,73
11,"CADE",315.2666,613
12,"CADE",0,5
13,"CADE",20.14444,85
16,"CADE",317.1001,589
17,"CADE",0,5
18,"CADE",19.17778,103
21,"CADE",322.2555,527
22,"CADE",0,10
23,"CADE",18.6,119
27,"CADE",0,12
28,"CADE",18.26667,120
32,"CADE",0,15
1,"PICO",7.638875,18
5,"PICO",0,2
6,"PICO",14.55557,35
10,"PICO",0,4
11,"PICO",13.75557,32
15,"PICO",0,6
16,"PICO",13.41112,32
19,"PICO",0,7
21,"PICO",12.73333,30
24,"PICO",0,8
29,"PICO",0,9
1,"PIJE",55.41111,140
6,"PIJE",54.19999,131
12,"PIJE",52.27776,124
17,"PIJE",50.98889,114
22,"PIJE",51.08887,104
27,"PIJE",50.34445,101
32,"PIJE",50.04443,97
1,"PILA",9.6444429,77
6,"PILA",2.45555515,34.5
7,"PILA",20.9,162
11,"PILA",4.177779,70
12,"PILA",0.9444441,3
13,"PILA",18.6,122
16,"PILA",4.033333,91
17,"PILA",0.9999994,2
18,"PILA",16.65557,100
21,"PILA",3.766667,109
22,"PILA",1.0111105,2
23,"PILA",15.21111,73
27,"PILA",0.9111109,2
28,"PILA",13.55554,69
32,"PILA",0.8,2
1,"PIMO",9.34721725,24.5
5,"PIMO",36.08889,90
6,"PIMO",0.496296666666667,3.66666666666667
10,"PIMO",36.04444,93
11,"PIMO",0.9500005,4.5
12,"PIMO",0,1
15,"PIMO",35.20001,105
16,"PIMO",1.066666,4.5
17,"PIMO",0,1
19,"PIMO",35.46666,190
21,"PIMO",1.0166665,3.5
24,"PIMO",37.55557,208
29,"PIMO",40.08891,226
1,"PIPO",16.26111,24
6,"PIPO",27.22221,31
7,"PIPO",0,1
11,"PIPO",23.14445,34
16,"PIPO",20.12222,31
21,"PIPO",17.11111,31
1,"QUCH",3.611115,7
6,"QUCH",3.211109,40
11,"QUCH",2.977778,53
16,"QUCH",2.600001,49
21,"QUCH",2.277777,57
1,"QUKE",94.2815079666667,108.666666666667
6,"QUKE",136.5610455,147.5
7,"QUKE",0.8222224,7
11,"QUKE",260.5668,280
12,"QUKE",3.855555,60
13,"QUKE",0.8000002,18
16,"QUKE",250.6778,272
17,"QUKE",3.811112,97
18,"QUKE",0.7666669,27
21,"QUKE",240.5223,250
22,"QUKE",4.199999,95
23,"QUKE",0.7444447,32
27,"QUKE",4.622222,107
28,"QUKE",0.7111114,27
32,"QUKE",5.011113,121
