"","species","sdlDen","saplDen"
"1","ABCO",2.15743944157472,0.342726335070854
"2","ABMA",3.38083251745257,0.77941695598695
"3","CADE",10.7068906528289,0.617765814185583
"4","PICO",3.29511848908338,0.482166469778774
"5","PIJE",-6.00918162244443,0.221764465933629
"6","PILA",7.8529197213676,1.11587597402474
"7","PIMO",5.5858021727935,0.738308364546688
"8","PIPO",3.64215951726528,0.0980447833276352
"9","QUCH",-180.534271192794,-14.879053280122
"10","QUKE",29.9510493294669,0.195707180427858
