"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
10,"PICO",14,1.3733916,0,4.29420920576445e-22,"Sig","Sig"
15,"PICO",14,1.3733916,0,4.29420920576445e-22,"Sig","Sig"
19,"PICO",16,1.25894226666667,0,1.27553791898152e-21,"Sig","Sig"
24,"PICO",18,1.0872682,0,7.04927463000281e-22,"Sig","Sig"
29,"PICO",18,0.972818866666667,0,1.3764790494243e-21,"Sig","Sig"
1,"PIMO",226,79.7139030666667,0,1.44430508244239e-30,"Sig","Sig"
5,"PIMO",226,82.117318,0,4.87677384359309e-25,"Sig","Sig"
10,"PIMO",216,84.806872,0,2.34313389150158e-22,"Sig","Sig"
15,"PIMO",220,85.1502013333333,0,6.06898233105839e-23,"Sig","Sig"
19,"PIMO",387,86.7525053333333,0,2.6813495041426e-25,"Sig","Sig"
24,"PIMO",422,87.4964333333333,0,3.2619950210073e-25,"Sig","Sig"
29,"PIMO",456,89.84262,0,1.67407139628704e-26,"Sig","Sig"
