"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",102.8738997594,120.91369,0,1.04164783051667e-22,"Sig","Sig"
6,"ABMA",105.098893977,121.649977333333,0,1.08087331597302e-18,"Sig","Sig"
11,"ABMA",107.131277484,122.854124,0,4.52196583488712e-16,"Sig","Sig"
16,"ABMA",107.9304031344,123.423273333333,0,2.61323695197527e-13,"Sig","Sig"
21,"ABMA",109.6955095236,124.425515333333,0,9.36577288665496e-14,"Sig","Sig"
1,"PICO",3.081968505,2.88839584666667,0,1.7093653166025e-10,"Sig","Sig"
6,"PICO",3.1846619112,2.9171707,0,6.81623218187239e-05,"Sig","Sig"
11,"PICO",2.6072719596,2.99413658,0.586764931202386,9.73620643176611e-06,"NS","Sig"
16,"PICO",2.7037732722,3.03004773333333,0.1918394478971,0.000364990282602675,"NS","Sig"
21,"PICO",2.6274677352,3.03579155333333,0.788313624068883,0.000173000418068654,"NS","Sig"
