"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",324,269.81146,0,5.69212292052177e-13,"Sig","Sig"
6,"ABCO",298,535.87258,0,1.11579695499173e-15,"Sig","Sig"
11,"ABCO",2919,646.591126666667,0,1.48787860403079e-28,"Sig","Sig"
16,"ABCO",716,750.41574,0.794851425216363,0.00022649414880016,"NS","Sig"
21,"ABCO",314,848.737706666667,0,1.77664024570319e-18,"Sig","Sig"
1,"CADE",1408,726.046753333333,0,2.12460222274969e-29,"Sig","Sig"
6,"CADE",1260,824.852533333333,0,1.66265690263717e-23,"Sig","Sig"
11,"CADE",1528,864.157133333333,0,4.26402363612181e-24,"Sig","Sig"
16,"CADE",4656,895.359133333333,0,8.88419964217973e-34,"Sig","Sig"
21,"CADE",1058,941.2546,0,1.74850733571662e-11,"Sig","Sig"
1,"PILA",146,62.8269333333333,0,2.49559714887801e-29,"Sig","Sig"
6,"PILA",136,57.8080266666667,0,1.18360393320314e-21,"Sig","Sig"
11,"PILA",154,54.1798946666667,0,8.70719053875505e-22,"Sig","Sig"
16,"PILA",212,49.463336,0,3.79560561875101e-24,"Sig","Sig"
21,"PILA",222,44.5653713333333,0,1.90221108793687e-23,"Sig","Sig"
1,"PIPO",94,45.5933893333333,0,4.01604269151717e-22,"Sig","Sig"
6,"PIPO",64,44.3839706666667,0.0713766723800694,7.72273583699347e-11,"NS","Sig"
11,"PIPO",97,42.509472,0,3.30855183460173e-15,"Sig","Sig"
16,"PIPO",96,39.4860046666667,0,1.18877622393471e-15,"Sig","Sig"
21,"PIPO",64,36.825408,0.031530236360528,1.88874377791283e-10,"Sig","Sig"
1,"QUCH",84,6.34921,0,1.38136189063645e-34,"Sig","Sig"
6,"QUCH",80,5.68405466666667,0,7.95722292209181e-28,"Sig","Sig"
11,"QUCH",112,4.59561866666667,0,3.11495367006811e-28,"Sig","Sig"
21,"QUCH",114,3.990932,0,1.77136837738803e-27,"Sig","Sig"
1,"QUKE",620,306.455084,0,1.95392352834725e-30,"Sig","Sig"
6,"QUKE",554,304.580746666667,0,4.63405282062597e-24,"Sig","Sig"
11,"QUKE",1074,294.96588,0,8.23472784046813e-30,"Sig","Sig"
16,"QUKE",1010,280.27212,0,8.52576632686307e-30,"Sig","Sig"
21,"QUKE",502,267.331874,0,2.33932544512846e-20,"Sig","Sig"
