"Step","Species","SimAbsBA","ExpAbsBA"
1,"ABCO",7.8865725,16.6972692457228
6,"ABCO",5.283833943,5.5057769151
7,"ABCO",13.564672,40.0922667679693
11,"ABCO",8.60223,8.60228985
12,"ABCO",2.107284864,2.764403796
13,"ABCO",13.597984,38.2628026521734
16,"ABCO",8.892028,9.553299294
17,"ABCO",2.120416684,2.9168098806
18,"ABCO",13.733704,41.3628425580136
21,"ABCO",9.079718,10.69337808
22,"ABCO",2.05043752,3.1693803834
23,"ABCO",13.709086,36.7710965314624
27,"ABCO",2.12966412,3.1810207968
28,"ABCO",13.677248,34.8471078648
32,"ABCO",2.09426146,2.799051717
1,"ABMA",107.356356,100.076744541416
6,"ABMA",108.815278,102.221860281212
11,"ABMA",109.961752,102.775325367944
16,"ABMA",110.705749333333,102.89944666155
21,"ABMA",112.127987333333,103.13073001
28,"ABMA",0.0279867,0.0513777264
1,"CADE",14.8038425,15.806947464165
6,"CADE",27.75313,27.5409322188
7,"CADE",2.3422925,5.59943232804898
11,"CADE",28.235906,29.414679063
13,"CADE",2.40536736,5.9690752853676
16,"CADE",28.331826,30.9835171338
17,"CADE",0.0029378162,0.0429527406
18,"CADE",2.36677368,6.3429422775454
21,"CADE",28.333382,31.682969241
22,"CADE",0.0038594958,0.0852543846
23,"CADE",2.30441024,6.74161128197944
27,"CADE",0.004118146,0.1486031778
28,"CADE",2.34633792,7.1695341102
32,"CADE",0.00514711,0.2165748354
1,"PICO",2.9011196,3.081968505
6,"PICO",2.9322912,3.1846619112
10,"PICO",0.007843274,0.0190373106
11,"PICO",2.9085178,2.6072719596
15,"PICO",0.00966518,0.022427097
16,"PICO",2.7308508,2.7037732722
19,"PICO",0.011281222,0.035197701
21,"PICO",2.7281066,2.6274677352
24,"PICO",0.01349954,0.0519958362
29,"PICO",0.0159379,0.103346859
1,"PIJE",15.4452732,15.837382869
6,"PIJE",15.2810296,14.924775558
12,"PIJE",15.630746,13.4641726758
17,"PIJE",15.4795532,13.3585167408
22,"PIJE",15.559877,12.6331731372
27,"PIJE",15.6133252,11.72548105575
32,"PIJE",15.6510792,12.124942368
1,"PILA",5.2017334,10.587103721121
6,"PILA",0.87951806,1.4939058057
7,"PILA",10.6535028,29.3543496913482
11,"PILA",0.42944123932,1.975410591
12,"PILA",1.0461256,0.1791191094
13,"PILA",10.291055,23.7891858553067
16,"PILA",0.2913497744,2.3077156872
17,"PILA",0.80204632,0.2190197856
18,"PILA",9.7831296,24.3772380398364
21,"PILA",0.248709682,2.5689467958
22,"PILA",0.8157245014,0.253735251
23,"PILA",9.5991384,22.9420109028899
27,"PILA",0.8357341,0.1941336012
28,"PILA",8.5426982,23.7742684872
32,"PILA",0.848286454,0.2190904716
1,"PIMO",7.06955042,8.1503345616
5,"PIMO",13.9252972,13.1327684334
6,"PIMO",0.1463397,0.1492165752
10,"PIMO",11.6764404,11.2881402942
11,"PIMO",0.16189856,0.1615779858
15,"PIMO",11.8319398,10.3510630608
16,"PIMO",0.17553492,0.1689607458
19,"PIMO",11.800733,13.8338227566
21,"PIMO",0.19091116,0.1747664226
24,"PIMO",12.0876878,14.941689147
29,"PIMO",12.3654722,15.3791812944
1,"PIPO",15.748827,17.41989711
6,"PIPO",13.8094586,11.3079959916
11,"PIPO",10.9636442,11.6126039568
16,"PIPO",8.422789,11.661556368
21,"PIPO",6.95626642,12.0437901276
1,"QUCH",0.0699962982,0.083079612
6,"QUCH",0.067172487,0.0370166874
11,"QUCH",0.0622218922,0.0210078792
21,"QUCH",0.0553821708,0.0176605044
1,"QUKE",4.996220718,5.13724118549891
6,"QUKE",7.57995036,7.4430457332
7,"QUKE",0.030657511,0.0500865287885017
11,"QUKE",14.9066762,14.9033325672
12,"QUKE",0.2104189,0.2375222388
13,"QUKE",0.033343564,0.0606587963648973
16,"QUKE",15.0139644,15.429069117
17,"QUKE",0.21482346,0.2624005692
18,"QUKE",0.03569281,0.0381028930445755
21,"QUKE",15.06814276,15.3179185236
22,"QUKE",0.2308737,0.296468865
23,"QUKE",0.03814307,0.0413913653667776
27,"QUKE",0.23919604,0.333892240374
28,"QUKE",0.040716732,0.0474397308
32,"QUKE",0.25709072,0.387661659
