"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",2.0537982234,2.0672515,0,1,"Sig","NS"
6,"ABCO",2.4531120768,2.09390942,0.0641260551262781,0.00100493199815036,"NS","Sig"
12,"ABCO",2.764403796,2.11333754,0.169934855515225,0.0039841002659748,"NS","Sig"
17,"ABCO",2.9168098806,2.13323534,0.146235935564141,0.00224960151812942,"NS","Sig"
22,"ABCO",3.1693803834,2.2119925,0.0908064717727518,0.00120534157788751,"NS","Sig"
27,"ABCO",3.1810207968,2.0992215,0.341945334167524,0.00459141454138827,"NS","Sig"
32,"ABCO",2.799051717,2.16960022,0.449984368016258,0.0311046827287721,"NS","Sig"
17,"CADE",0.0429527406,0.0042294,0,1,"Sig","NS"
22,"CADE",0.0852543846,0.005361826,0,1.12016329600181e-09,"Sig","Sig"
27,"CADE",0.1486031778,0.006515672,0,8.20987837309182e-10,"Sig","Sig"
32,"CADE",0.2165748354,0.00815929,0,4.96365155367257e-10,"Sig","Sig"
1,"PIJE",15.837382869,15.3999234,0.207450852035981,0.00327869392960641,"NS","Sig"
6,"PIJE",14.924775558,15.2387242,0.41249865199219,0.0347476760387224,"NS","Sig"
12,"PIJE",13.4641726758,14.7982596,0.972477009123624,0.0615678008097071,"NS","NS"
17,"PIJE",13.3585167408,14.419963,0.282087792531016,0.173974643346144,"NS","NS"
22,"PIJE",12.6331731372,14.0436186,0.397778942579484,0.186033241818188,"NS","NS"
27,"PIJE",11.72548105575,13.8561032,0.84360108153636,0.0890934447149822,"NS","NS"
32,"PIJE",12.124942368,14.0884514,0.583057583962207,0.128470761006973,"NS","NS"
1,"PILA",1.2702792564,1.276741,0,1,"Sig","NS"
6,"PILA",1.307463234,1.3098,0,1,"Sig","NS"
12,"PILA",0.1791191094,1.32586461,0,5.36361399752322e-07,"Sig","Sig"
17,"PILA",0.2190197856,1.110713162,0.305883336070971,0.0211850720710571,"NS","Sig"
22,"PILA",0.253735251,1.140445424,0.387894964818223,0.022914707200103,"NS","Sig"
27,"PILA",0.1941336012,1.120765042,0.529024289850412,0.0266274621052014,"NS","Sig"
32,"PILA",0.2190904716,1.140496476,0.698247788193485,0.031779365589165,"NS","Sig"
1,"QUKE",0.1866534516,0.1897389,0,1,"Sig","NS"
6,"QUKE",0.2005550316,0.1923879,0.716223416151262,0.0302751034405178,"NS","Sig"
12,"QUKE",0.2375222388,0.19383024,0.316778348221663,0.00276090056039269,"NS","Sig"
17,"QUKE",0.2624005692,0.18837724,0.159966670102471,0.0019606368396549,"NS","Sig"
22,"QUKE",0.296468865,0.1781101,0.0215751936489807,0.00023223611104515,"Sig","Sig"
27,"QUKE",0.333892240374,0.17332856,0.0433272992878894,0.000468451248867027,"Sig","Sig"
32,"QUKE",0.387661659,0.18580614,0.0267050895156829,0.000264768324394935,"Sig","Sig"
