"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",39.8128530357684,13.3719083333333,0,2.04586400956313e-19,"Sig","Sig"
7,"ABCO",40.0922667679693,13.1036616666667,0,3.34510167280249e-10,"Sig","Sig"
13,"ABCO",38.2628026521734,13.259966,0,4.73104195789089e-08,"Sig","Sig"
18,"ABCO",41.3628425580136,13.287006,0,5.15058827908975e-07,"Sig","Sig"
23,"ABCO",36.7710965314624,12.806372,0,1.41331640784863e-06,"Sig","Sig"
28,"ABCO",34.8471078648,12.817804,0,7.01621073969246e-06,"Sig","Sig"
28,"ABMA",0.0513777264,0.02238936,0.115820129021092,0.00661107826750842,"NS","Sig"
1,"CADE",5.30694234872994,2.27084266666667,0,5.22275592861227e-14,"Sig","Sig"
7,"CADE",5.59943232804898,2.26996048333333,0,5.56905784850367e-08,"Sig","Sig"
13,"CADE",5.9690752853676,2.29536512,0,4.02917670935037e-06,"Sig","Sig"
18,"CADE",6.3429422775454,2.34131982,0,3.07764254039262e-06,"Sig","Sig"
23,"CADE",6.74161128197944,2.4251621,0,2.15454683889121e-06,"Sig","Sig"
28,"CADE",7.1695341102,2.51262936,0,1.49944327903558e-06,"Sig","Sig"
1,"PILA",28.925281243563,12.4524048333333,0,6.04640115276095e-09,"Sig","Sig"
7,"PILA",29.3543496913482,11.8743928333333,0,3.25079377199943e-08,"Sig","Sig"
13,"PILA",23.7891858553067,10.5887526,0,3.41858469634277e-06,"Sig","Sig"
18,"PILA",24.3772380398364,10.1067542,0,2.05521878077593e-05,"Sig","Sig"
23,"PILA",22.9420109028899,9.2692916,0.00512785989345782,4.0055671020835e-05,"Sig","Sig"
28,"PILA",23.7742684872,8.331549,0,7.04816282957822e-06,"Sig","Sig"
1,"QUKE",0.0468334004967445,0.028116754,0,1,"Sig","NS"
7,"QUKE",0.0500865287885017,0.0255479258333333,0.0354372196006051,0.00441421147956967,"Sig","Sig"
13,"QUKE",0.0606587963648973,0.0201797312,0.243721455066766,0.00682289433055417,"NS","Sig"
18,"QUKE",0.0381028930445755,0.021643128,0.0100000000000007,0.12078224557755,"Sig","NS"
23,"QUKE",0.0413913653667776,0.022597288,0.184403482670923,0.10332490857294,"NS","NS"
28,"QUKE",0.0474397308,0.016277656,0.870572254838807,0.0280271520850293,"NS","Sig"
