"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
10,"PICO",14,1.71674,0,1,"Sig","NS"
15,"PICO",14,1.71674,0,1,"Sig","NS"
19,"PICO",16,1.71674,0,1,"Sig","NS"
24,"PICO",18,1.71674,0,1,"Sig","NS"
29,"PICO",18,1.5450658,0,7.10348879869141e-08,"Sig","Sig"
1,"PIMO",226,80.1717018,0,1.52397915580849e-09,"Sig","Sig"
5,"PIMO",226,81.888412,0,1.24362717289554e-07,"Sig","Sig"
10,"PIMO",216,85.321888,0,8.35580679648999e-07,"Sig","Sig"
15,"PIMO",220,86.180284,0,3.13512342200677e-07,"Sig","Sig"
19,"PIMO",387,87.897022,0,4.4501389044087e-08,"Sig","Sig"
24,"PIMO",422,87.381992,0,5.59245153222716e-09,"Sig","Sig"
29,"PIMO",456,86.180282,0,5.19011143951331e-09,"Sig","Sig"
