"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
10,"PICO",0.0190373106,0.004829328,0.0841519870625667,0.00133279864205051,"NS","Sig"
15,"PICO",0.022427097,0.005671852,0.105139682628789,0.00199308247859925,"NS","Sig"
19,"PICO",0.035197701,0.004682806,0.0300065465537991,0.000253323540289027,"Sig","Sig"
24,"PICO",0.0519958362,0.005632756,0.0123024850180643,9.45116276051198e-05,"Sig","Sig"
29,"PICO",0.103346859,0.006680516,0,9.5167919816432e-06,"Sig","Sig"
1,"PIMO",16.1649999126,13.9710606,0,2.38023453791611e-08,"Sig","Sig"
5,"PIMO",13.1327684334,11.7871784,0.0601036039801031,0.417433437480061,"NS","NS"
10,"PIMO",11.2881402942,11.6036942,0.704620449770787,0.851156015659898,"NS","NS"
15,"PIMO",10.3510630608,11.698284,0.754571380028685,0.430163850073124,"NS","NS"
19,"PIMO",13.8338227566,11.6200636,0.358526355850292,0.23048208650497,"NS","NS"
24,"PIMO",14.941689147,11.2437216,0.380658094357037,0.0512946800880222,"NS","NS"
29,"PIMO",15.3791812944,9.8129576,0.643921782126378,0.0185951176388345,"NS","Sig"
