"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",1258,492.029973333333,0,2.94770002223056e-30,"Sig","Sig"
7,"ABCO",1236,1603.79259333333,0,1.68998779530151e-18,"Sig","Sig"
13,"ABCO",1166,2687.52692666667,0,9.6134094456167e-25,"Sig","Sig"
18,"ABCO",1556,3564.80006,0,7.8710240220568e-23,"Sig","Sig"
23,"ABCO",1276,4414.39881333333,0,1.64434067762646e-23,"Sig","Sig"
28,"ABCO",1064,0,1,1,"NS","NS"
28,"ABMA",4,0,1,1,"NS","NS"
1,"CADE",208,45.5110804666667,0,9.87186287804129e-31,"Sig","Sig"
7,"CADE",208,62.10369,0,1.98051369195081e-24,"Sig","Sig"
13,"CADE",208,79.11113,0,1.71158472537759e-19,"Sig","Sig"
18,"CADE",208,91.4962966666667,0,2.57680634910756e-18,"Sig","Sig"
23,"CADE",249,105.659282,0,3.47059022029612e-19,"Sig","Sig"
28,"CADE",247,0,1,1,"NS","NS"
1,"PILA",358,88.7110893333333,0,5.50445696056734e-33,"Sig","Sig"
7,"PILA",342,105.896303333333,0,1.48615148832091e-25,"Sig","Sig"
13,"PILA",258,122.607279933333,0,8.63313341828329e-21,"Sig","Sig"
18,"PILA",232,133.33319,0,2.30888005584132e-16,"Sig","Sig"
23,"PILA",157,143.703681266667,0.132330445258521,0.000117601537271231,"NS","Sig"
28,"PILA",143,0,1,1,"NS","NS"
1,"QUKE",68,1.83703726666667,0,4.7203062775962e-36,"Sig","Sig"
7,"QUKE",68,1.77777813333333,0,9.67052037604873e-34,"Sig","Sig"
13,"QUKE",68,1.8962968,0,7.82975876031306e-32,"Sig","Sig"
18,"QUKE",61,1.9555562,0,1.65515613354404e-29,"Sig","Sig"
23,"QUKE",73,2.01481553333333,0,1.72822533401521e-28,"Sig","Sig"
28,"QUKE",64,0,1,1,"NS","NS"
