"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",39.8128530357684,13.3117853333333,0,8.13665552170846e-46,"Sig","Sig"
7,"ABCO",40.0922667679693,13.0971973333333,0,5.44289401311996e-25,"Sig","Sig"
13,"ABCO",38.2628026521734,12.9728146666667,0,4.10560696317328e-24,"Sig","Sig"
18,"ABCO",41.3628425580136,12.9067566666667,0,2.30069610046163e-23,"Sig","Sig"
23,"ABCO",36.7710965314624,12.7382513333333,0,1.25588992553671e-20,"Sig","Sig"
28,"ABCO",34.8471078648,0,1,1,"NS","NS"
28,"ABMA",0.0513777264,0,1,1,"NS","NS"
1,"CADE",5.30694234872994,2.22738783333333,0,3.68847596047238e-24,"Sig","Sig"
7,"CADE",5.59943232804898,2.23205184666667,0,4.1763535164935e-23,"Sig","Sig"
13,"CADE",5.9690752853676,2.14395884666667,0,3.23513674611047e-18,"Sig","Sig"
18,"CADE",6.3429422775454,2.11472125333333,0,9.42431995545958e-18,"Sig","Sig"
23,"CADE",6.74161128197944,2.01415344,0,1.81234278600146e-18,"Sig","Sig"
28,"CADE",7.1695341102,0,1,1,"NS","NS"
1,"PILA",28.925281243563,12.6922770666667,0,2.55176021004288e-22,"Sig","Sig"
7,"PILA",29.3543496913482,11.7974198666667,0,6.28333397270565e-20,"Sig","Sig"
13,"PILA",23.7891858553067,11.1051625333333,0,8.32924498191936e-14,"Sig","Sig"
18,"PILA",24.3772380398364,10.3964637333333,0,5.53108505001397e-14,"Sig","Sig"
23,"PILA",22.9420109028899,9.57647126666667,0,2.27522968145069e-13,"Sig","Sig"
28,"PILA",23.7742684872,0,1,1,"NS","NS"
1,"QUKE",0.0468334004967445,0.0277621911333333,0,1.7620964531695e-33,"Sig","Sig"
7,"QUKE",0.0500865287885017,0.0266780038,0,5.59754770831249e-09,"Sig","Sig"
13,"QUKE",0.0606587963648973,0.0274578701333333,0,8.12866688613916e-11,"Sig","Sig"
18,"QUKE",0.0381028930445755,0.0281024069333333,0,0.000169079397044704,"Sig","Sig"
23,"QUKE",0.0413913653667776,0.0268427074,0,0.000111583496764667,"Sig","Sig"
28,"QUKE",0.0474397308,0,1,1,"NS","NS"
