"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",1112,568.066666666667,0,6.59214244953266e-34,"Sig","Sig"
6,"ABMA",1612,618.066666666667,0,8.36271266432438e-35,"Sig","Sig"
11,"ABMA",3998,667.866666666667,0,2.5563574020926e-37,"Sig","Sig"
16,"ABMA",1663,718.066666666667,0,5.7268972333525e-30,"Sig","Sig"
21,"ABMA",1286,765.6,0,1.7940889995096e-25,"Sig","Sig"
1,"PICO",68,34.8666666666667,0,3.4933476923895e-22,"Sig","Sig"
6,"PICO",70,37.6,0,1.40067078755213e-18,"Sig","Sig"
11,"PICO",66,39.8666666666667,0,3.16055629343994e-15,"Sig","Sig"
16,"PICO",64,41.4666666666667,0,1.90776421503309e-13,"Sig","Sig"
21,"PICO",60,43.5333333333333,0.00103448275862067,5.59047683242568e-11,"Sig","Sig"
