"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",3288,1640.26666666667,0,5.62942847298825e-38,"Sig","Sig"
6,"ABMA",3116,1685.33333333333,0,6.70134679410171e-32,"Sig","Sig"
11,"ABMA",3576,1730.46666666667,0,3.56981958558439e-31,"Sig","Sig"
16,"ABMA",2725,1772.4,0,1.19642889625751e-26,"Sig","Sig"
21,"ABMA",2462,1819.93333333333,0,9.41696312867496e-23,"Sig","Sig"
1,"PIMO",14,7.26666666666667,0,1.29767370869217e-14,"Sig","Sig"
6,"PIMO",14,7.26666666666667,0.00965517241379307,4.47150181899645e-13,"Sig","Sig"
11,"PIMO",14,7.73333333333333,0.110767656131082,1.64843120777413e-10,"NS","Sig"
16,"PIMO",14,8.4,0.0307705111504504,1.26342586064634e-09,"Sig","Sig"
21,"PIMO",10,8.73333333333333,0.942024791709002,0.00420697160977793,"NS","Sig"
