"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",38,61.4,0,6.95730491337123e-14,"Sig","Sig"
6,"ABCO",38,306.466666666667,0,1.03036222128003e-22,"Sig","Sig"
12,"ABCO",38,594.333333333333,0,2.06329365253354e-21,"Sig","Sig"
17,"ABCO",210,823.533333333333,0,9.69044056253407e-19,"Sig","Sig"
22,"ABCO",42,1046.93333333333,0,2.07186538553817e-19,"Sig","Sig"
27,"ABCO",36,0,1,1,"NS","NS"
32,"ABCO",24,0,1,1,"NS","NS"
17,"CADE",10,3,0,1,"Sig","NS"
22,"CADE",20,2.93333333333333,0,4.24673637269628e-27,"Sig","Sig"
27,"CADE",25,0,1,1,"NS","NS"
32,"CADE",30,0,1,1,"NS","NS"
1,"PIJE",324,158.266666666667,0,1.26385284544518e-25,"Sig","Sig"
6,"PIJE",302,256.133333333333,0.0541789311242174,3.16530061903607e-10,"NS","Sig"
12,"PIJE",270,366.066666666667,0,3.75564949247101e-16,"Sig","Sig"
17,"PIJE",228,453.666666666667,0,8.2989013265709e-20,"Sig","Sig"
22,"PIJE",208,538.266666666667,0,8.3201642695308e-21,"Sig","Sig"
27,"PIJE",202,0,1,1,"NS","NS"
32,"PIJE",196,0,1,1,"NS","NS"
1,"PILA",8,3.93333333333333,0,6.26864122627464e-15,"Sig","Sig"
6,"PILA",8,5.4,0.0181639033888329,1.17294636687645e-06,"Sig","Sig"
12,"PILA",6,7,0.675627034579992,0.037972104030143,"NS","Sig"
17,"PILA",4,8.13333333333333,0.865799296901975,3.41572863569406e-06,"NS","Sig"
22,"PILA",4,9.06666666666667,0.110767656131082,4.96775180334277e-07,"NS","Sig"
27,"PILA",4,0,1,1,"NS","NS"
32,"PILA",4,0,1,1,"NS","NS"
1,"QUKE",202,16.0666666666667,0,1.28156093403594e-41,"Sig","Sig"
6,"QUKE",202,16.6,0,1.62479238589576e-34,"Sig","Sig"
12,"QUKE",200,16.8666666666667,0,1.08923512825234e-31,"Sig","Sig"
17,"QUKE",273,17.4,0,5.20198343523643e-32,"Sig","Sig"
22,"QUKE",195,17.4666666666667,0,2.59285762625474e-28,"Sig","Sig"
27,"QUKE",225,0,1,1,"NS","NS"
32,"QUKE",248,0,1,1,"NS","NS"
