"Step","Species","SimAbsBA","ExpAbsBA"
1,"ABCO",12.8454423333333,16.697269247
6,"ABCO",11.761488,5.505776915
7,"ABCO",14.28624,40.09226677
11,"ABCO",14.00695,8.60228985
12,"ABCO",9.221053,2.764403796
13,"ABCO",14.08113,38.26280265
16,"ABCO",13.82807,9.553299294
17,"ABCO",8.767491,2.916809881
18,"ABCO",13.86747,41.36284256
21,"ABCO",13.333,10.69337808
22,"ABCO",8.738698,3.169380383
23,"ABCO",13.93506,36.77109653
27,"ABCO",8.757945,3.181020797
28,"ABCO",13.7659,34.84710786
32,"ABCO",7.888935,2.799051717
1,"ABMA",86.5622166666667,65.7923153033333
6,"ABMA",130.297255,100.783343415
7,"ABMA",0,0.025165
11,"ABMA",130.16419,100.59734933
13,"ABMA",0,0.029637853
16,"ABMA",130.42808,100.38396842
18,"ABMA",0,0.036583931
21,"ABMA",130.986155,99.848340275
23,"ABMA",0,0.042594601
28,"ABMA",0,0.051377726
1,"CADE",11.9883626666667,10.53831605
6,"CADE",14.45101,13.7723047315
7,"CADE",7.210624,5.599432328
11,"CADE",29.08884,29.41467906
12,"CADE",0,0.017887485
13,"CADE",6.940248,5.969075285
16,"CADE",29.37988,30.98351713
17,"CADE",0,0.042952741
18,"CADE",6.55248,6.342942278
21,"CADE",29.58557,31.68296924
22,"CADE",0,0.085254385
23,"CADE",6.236314,6.741611282
27,"CADE",0,0.148603178
28,"CADE",6.105544,7.16953411
32,"CADE",0,0.216574835
1,"PICO",0,0.005724781
5,"PICO",0,0.0113883
10,"PICO",0,0.019037311
15,"PICO",0,0.022427097
19,"PICO",0,0.035197701
24,"PICO",0,0.051995836
29,"PICO",0,0.103346859
1,"PIJE",28.90597,15.83738287
6,"PIJE",28.04688,14.92477556
12,"PIJE",27.38574,13.46417268
17,"PIJE",26.41855,13.35851674
22,"PIJE",25.64289,12.63317314
27,"PIJE",24.82867,11.72548106
32,"PIJE",23.90425,12.12494237
1,"PILA",15.290585,10.5871037196667
6,"PILA",2.2670845,1.4939058055
7,"PILA",38.61276,29.35434969
11,"PILA",2.642491,1.975410591
12,"PILA",1.601629,0.179119109
13,"PILA",36.54077,23.78918586
16,"PILA",2.468723,2.307715687
17,"PILA",1.3877765,0.219019786
18,"PILA",34.06116,24.37723804
21,"PILA",2.370008,2.568946796
22,"PILA",1.3712803,0.253735251
23,"PILA",30.49531,22.9420109
27,"PILA",1.2228726,0.194133601
28,"PILA",28.12268,23.77426849
32,"PILA",1.1674026,0.219090472
1,"PIMO",3.0569573125,4.08326161275
5,"PIMO",11.85243,13.13276843
6,"PIMO",0.02964834,0.062236929
10,"PIMO",11.79665,11.28814029
11,"PIMO",0.047804755,0.088721533
12,"PIMO",0,0.017907905
15,"PIMO",11.597566,10.35106306
16,"PIMO",0.05185272,0.094445528
17,"PIMO",0,0.020867293
19,"PIMO",11.529352,13.83382276
21,"PIMO",0.0585646,0.0986591995
24,"PIMO",11.432854,14.94168915
29,"PIMO",11.437574,15.37918129
1,"PIPO",14.64339,8.7134647905
6,"PIPO",25.15954,11.30799599
7,"PIPO",0,0.005410621
11,"PIPO",21.4761,11.61260396
16,"PIPO",18.03176,11.66155637
21,"PIPO",14.767425,12.04379013
1,"QUCH",0.2611011,0.083079612
6,"QUCH",0.2576145,0.037016687
11,"QUCH",0.2129564,0.021007879
16,"QUCH",0.20059204,0.023558513
21,"QUCH",0.19374487,0.017660504
1,"QUKE",5.58974157166667,5.137241184
6,"QUKE",8.35261715,7.443045731
7,"QUKE",0.077537372,0.050086529
11,"QUKE",16.48295,14.90333257
12,"QUKE",0.2226585,0.237522239
13,"QUKE",0.079162464,0.060658796
16,"QUKE",16.43349,15.42906912
17,"QUKE",0.2262897,0.262400569
18,"QUKE",0.069536225,0.038102893
21,"QUKE",16.3833,15.31791852
22,"QUKE",0.2267675,0.296468865
23,"QUKE",0.070796803,0.041391365
27,"QUKE",0.2289142,0.33389224
28,"QUKE",0.060949654,0.047439731
32,"QUKE",0.2279645,0.387661659
