"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",1544,803.990304,0,2.34343303273734e-10,"Sig","Sig"
6,"ABMA",1454,822.13126,0,5.93131607134357e-09,"Sig","Sig"
11,"ABMA",3012,818.86606,0,9.20044144787078e-12,"Sig","Sig"
16,"ABMA",1328,826.84798,0,1.44029154382435e-08,"Sig","Sig"
21,"ABMA",1186,828.48034,0,7.59994152006369e-07,"Sig","Sig"
