"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",2.0537982234,2.0356095,0,0.596191786071705,"Sig","NS"
6,"ABCO",2.4531120768,2.06990618,0.0338699809573323,0.000689143167204547,"Sig","Sig"
12,"ABCO",2.764403796,2.09405698,0.0403379659407123,0.000308640470872128,"Sig","Sig"
17,"ABCO",2.9168098806,2.11253174,0.151711952698646,0.00160172802822744,"NS","Sig"
22,"ABCO",3.1693803834,2.16260812,0.0924641745198409,0.000553100762815751,"NS","Sig"
27,"ABCO",3.1810207968,2.24213694,0.127924366132453,0.000817436197683685,"NS","Sig"
32,"ABCO",2.799051717,2.24401832,0.79456400912951,0.0131549232202398,"NS","Sig"
17,"CADE",0.0429527406,0.003783696,0,2.63768233962197e-08,"Sig","Sig"
22,"CADE",0.0852543846,0.00434027,0,7.4380348096661e-08,"Sig","Sig"
27,"CADE",0.1486031778,0.005579998,0,2.13972650179676e-08,"Sig","Sig"
32,"CADE",0.2165748354,0.006619928,0,8.64724606521548e-09,"Sig","Sig"
1,"PIJE",15.837382869,14.7564004,0.572843228946042,0.0240584471935298,"NS","Sig"
6,"PIJE",14.924775558,14.5377072,0.872233734447318,0.393915668110835,"NS","NS"
12,"PIJE",13.4641726758,14.548306,0.352086871620153,0.108828317643278,"NS","NS"
17,"PIJE",13.3585167408,14.3258696,0.175751004107145,0.12620684896681,"NS","NS"
22,"PIJE",12.6331731372,14.1210288,0.84752643390149,0.11509626102044,"NS","NS"
27,"PIJE",11.72548105575,13.9297198,0.787416742231344,0.0486849028018266,"NS","Sig"
32,"PIJE",12.124942368,13.4321712,0.566402921253418,0.196725252329876,"NS","NS"
1,"PILA",1.2702792564,1.276741,0,1,"Sig","NS"
6,"PILA",1.307463234,1.01532972,0,0.304024110498743,"Sig","NS"
12,"PILA",0.1791191094,1.02596974,0.557217252002925,0.0274160624693278,"NS","Sig"
17,"PILA",0.2190197856,1.044698642,0.670289734380868,0.0311857941768291,"NS","Sig"
22,"PILA",0.253735251,0.808996456,0.133143414108284,0.160168260567365,"NS","NS"
27,"PILA",0.1941336012,0.803672208,0.153467920489334,0.127920211321465,"NS","NS"
32,"PILA",0.2190904716,0.820836112,0.162766338506451,0.136862905211165,"NS","NS"
1,"QUKE",0.1866534516,0.1876608,0.018612902078379,0.65320607794428,"Sig","NS"
6,"QUKE",0.2005550316,0.20149682,0.158996173289211,0.677040539732282,"NS","NS"
12,"QUKE",0.2375222388,0.20757956,0.9060836922855,0.0131066936146515,"NS","Sig"
17,"QUKE",0.2624005692,0.20767154,0.261263575877361,0.0137607452662558,"NS","Sig"
22,"QUKE",0.296468865,0.20394026,0.39845936017368,0.00887551535266448,"NS","Sig"
27,"QUKE",0.333892240374,0.2064938,0.121117538971277,0.00128238926333099,"NS","Sig"
32,"QUKE",0.387661659,0.208075,0.087582263881119,0.000530840089800697,"NS","Sig"
