"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",1112,563.446738,0,3.96277583051061e-11,"Sig","Sig"
6,"ABMA",1612,582.85742,0,9.80732438575692e-10,"Sig","Sig"
11,"ABMA",3998,578.68516,0,2.56926340642176e-12,"Sig","Sig"
16,"ABMA",1663,578.6852,0,2.32675667286691e-10,"Sig","Sig"
21,"ABMA",1286,579.59214,0,1.26273787519625e-09,"Sig","Sig"
1,"PICO",68,34.285724,0,6.15666112129078e-08,"Sig","Sig"
6,"PICO",70,34.104288,0,8.39561551788976e-06,"Sig","Sig"
11,"PICO",66,33.741464,0.0120861258918949,3.63708626166926e-05,"Sig","Sig"
16,"PICO",64,33.3787,0,8.920463898518e-07,"Sig","Sig"
21,"PICO",60,33.741476,0.00734093245610853,4.21057962077094e-05,"Sig","Sig"
