"Step","Species","SdlAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",557,51.21694,0,1.30438251965047e-27,"Sig","Sig"
6,"ABMA",1047,135.0264,0,3.74413843822233e-29,"Sig","Sig"
7,"ABMA",139,141.254733333333,0.209417998023169,0.479177869972919,"NS","NS"
8,"ABMA",163,139.198866666667,0.349155272826409,2.55687688453251e-08,"NS","Sig"
9,"ABMA",172,140.710533333333,0.0417210616597203,3.18933535392977e-11,"Sig","Sig"
10,"ABMA",85,137.445133333333,0,2.74747071161837e-13,"Sig","Sig"
11,"ABMA",3392,139.3198,0,3.24596634776794e-38,"Sig","Sig"
12,"ABMA",18,138.412666666667,0,3.31488851758939e-17,"Sig","Sig"
13,"ABMA",1219,138.5336,0,3.75195008510414e-30,"Sig","Sig"
14,"ABMA",256,137.929066666667,0,4.38512219999606e-17,"Sig","Sig"
15,"ABMA",90,135.449733333333,0.0352335342375131,8.50285157317071e-11,"Sig","Sig"
16,"ABMA",1053,135.631066666667,0,4.00164635360108e-31,"Sig","Sig"
18,"ABMA",2,135.449733333333,0,1.02561502902205e-17,"Sig","Sig"
19,"ABMA",4,137.8684,0,3.93843164905547e-18,"Sig","Sig"
21,"ABMA",644,0,1,1,"NS","NS"
1,"PICO",34,1.14890466666667,0,1.10559038466933e-23,"Sig","Sig"
6,"PICO",35,5.01889933333333,0,4.67915630008398e-17,"Sig","Sig"
10,"PICO",1,4.23280666666667,0.4963898807175,8.30840649138101e-06,"NS","Sig"
11,"PICO",34,4.29327533333333,0,8.55005035006965e-19,"Sig","Sig"
13,"PICO",1,4.172338,0.80941777846455,0.000511914479042269,"NS","Sig"
16,"PICO",32,3.990932,0,1.58872360356208e-16,"Sig","Sig"
21,"PICO",30,0,1,1,"NS","NS"
