"Step","Species","SdlAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",782,44.0211533333333,0,1.57404309481673e-33,"Sig","Sig"
6,"ABMA",727,108.2995,0,3.18285568783001e-28,"Sig","Sig"
8,"ABMA",423,110.052846666667,0,6.8964235622834e-22,"Sig","Sig"
9,"ABMA",303,110.11336,0,3.41444112040027e-18,"Sig","Sig"
10,"ABMA",155,107.513193333333,0,4.79766455764956e-11,"Sig","Sig"
11,"ABMA",2330,102.978046666667,0,1.22029871246057e-33,"Sig","Sig"
12,"ABMA",302,102.19188,0,7.98456146997137e-19,"Sig","Sig"
13,"ABMA",49,105.27592,0,6.70231772053503e-12,"Sig","Sig"
14,"ABMA",83,105.517686666667,0.341956497274087,1.31019756314506e-08,"NS","Sig"
15,"ABMA",213,106.062113333333,0,1.65341575933233e-17,"Sig","Sig"
16,"ABMA",698,105.275833333333,0,2.99853974694332e-28,"Sig","Sig"
17,"ABMA",72,108.238826666667,0.00344746953728928,1.74256324197247e-12,"Sig","Sig"
18,"ABMA",150,109.569146666667,0,6.87495788695199e-14,"Sig","Sig"
21,"ABMA",599,0,1,1,"NS","NS"
22,"ABMA",6,0,1,1,"NS","NS"
1,"PIMO",3,0,0,0,"Sig","Sig"
6,"PIMO",3,0,0,0,"Sig","Sig"
11,"PIMO",2,0,0,0,"Sig","Sig"
16,"PIMO",2,0,0,0,"Sig","Sig"
21,"PIMO",2,0,1,1,"NS","NS"
