"Step","Species","SdlAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",167,185.699133333333,0.0865928082897139,3.2610389058931e-10,"NS","Sig"
6,"ABCO",151,689.1006,0,2.10777137232254e-22,"Sig","Sig"
8,"ABCO",5290,734.935733333333,0,2.49271357331282e-32,"Sig","Sig"
9,"ABCO",1984,734.451933333333,0,5.98287381987097e-26,"Sig","Sig"
10,"ABCO",1744,728.042466666667,0,7.71941000353632e-25,"Sig","Sig"
11,"ABCO",2771,724.656133333333,0,2.36673937204726e-28,"Sig","Sig"
12,"ABCO",1071,726.651466666667,0,2.07320810892122e-17,"Sig","Sig"
13,"ABCO",648,724.0514,0.302946015850562,1.31516094329234e-08,"NS","Sig"
14,"ABCO",452,727.8608,0,4.97124115707554e-17,"Sig","Sig"
15,"ABCO",577,724.172333333333,0,2.60569083137259e-13,"Sig","Sig"
16,"ABCO",561,721.390733333333,0,6.33122343991887e-13,"Sig","Sig"
17,"ABCO",228,722.479133333333,0,4.81456732095622e-19,"Sig","Sig"
18,"ABCO",466,724.8376,0,5.2154464684236e-15,"Sig","Sig"
21,"ABCO",157,0,1,1,"NS","NS"
1,"CADE",713,41.7838333333333,0,2.63550519997309e-30,"Sig","Sig"
6,"CADE",630,163.265266666667,0,8.5858179506881e-24,"Sig","Sig"
8,"CADE",525,179.7734,0,1.56588116623092e-22,"Sig","Sig"
9,"CADE",830,181.103666666667,0,8.85670613795013e-26,"Sig","Sig"
10,"CADE",395,183.401466666667,0,1.2829614586105e-18,"Sig","Sig"
11,"CADE",915,185.094466666667,0,3.22350792054329e-27,"Sig","Sig"
12,"CADE",654,190.1738,0,7.81214086517094e-24,"Sig","Sig"
13,"CADE",149,188.0574,0.0161747926626249,8.70673726686676e-10,"Sig","Sig"
14,"CADE",7565,186.062,0,3.41397662910986e-40,"Sig","Sig"
15,"CADE",371,184.731733333333,0,5.23519512220558e-17,"Sig","Sig"
16,"CADE",4067,180.861733333333,0,2.29428455243675e-36,"Sig","Sig"
17,"CADE",165,181.164,0.942105294045321,3.77664044409368e-05,"NS","Sig"
18,"CADE",87,183.461866666667,0,1.69599499926969e-13,"Sig","Sig"
21,"CADE",531,0,1,1,"NS","NS"
22,"CADE",2,0,1,1,"NS","NS"
8,"PICO",1,0,0,0,"Sig","Sig"
1,"PILA",83,0.0604686666666667,0,2.64707227031099e-37,"Sig","Sig"
6,"PILA",71,1.87452866666667,0,3.28779724605778e-26,"Sig","Sig"
8,"PILA",80,1.632654,0,8.46945205353589e-27,"Sig","Sig"
9,"PILA",23,1.269842,0,3.08375279124976e-20,"Sig","Sig"
10,"PILA",14,1.39077933333333,0,6.45218333256475e-17,"Sig","Sig"
11,"PILA",84,1.269842,0,3.82260532469433e-29,"Sig","Sig"
12,"PILA",12,1.20937333333333,0,1.02529125592339e-15,"Sig","Sig"
13,"PILA",15,1.33031066666667,0,9.10299501687802e-18,"Sig","Sig"
14,"PILA",13,1.632654,0,1.38270615596195e-15,"Sig","Sig"
15,"PILA",38,1.632654,0,1.98479537164216e-24,"Sig","Sig"
16,"PILA",121,1.57218533333333,0,1.03926542234244e-30,"Sig","Sig"
17,"PILA",41,1.51171666666667,0,2.7704826067352e-24,"Sig","Sig"
21,"PILA",113,0,1,1,"NS","NS"
22,"PILA",24,0,1,1,"NS","NS"
1,"PIPO",48,14.57292,0,3.81376333859653e-20,"Sig","Sig"
6,"PIPO",33,43.5978733333333,0.503970542527937,2.51517448983977e-07,"NS","Sig"
8,"PIPO",18,41.48148,0.025195577058644,5.73556546443742e-10,"Sig","Sig"
9,"PIPO",6,39.36508,0.00237865413517918,3.96040480920613e-11,"Sig","Sig"
10,"PIPO",4,37.4905533333333,0,2.0148550785154e-11,"Sig","Sig"
11,"PIPO",63,37.4905466666667,0.0204977585938087,2.93243129789438e-10,"Sig","Sig"
12,"PIPO",991,35.91836,0,2.23730548479332e-31,"Sig","Sig"
13,"PIPO",7,36.28118,0.0451078684834826,9.43087761763476e-10,"Sig","Sig"
14,"PIPO",51,34.6485266666667,0.172061222945641,8.1681447615157e-07,"NS","Sig"
15,"PIPO",551,34.22524,0,1.54478189162713e-26,"Sig","Sig"
16,"PIPO",65,33.2577466666667,0.0127664243428325,1.30322161755232e-10,"Sig","Sig"
17,"PIPO",5,32.4111933333333,0.0279221943710064,4.29835930480496e-10,"Sig","Sig"
21,"PIPO",33,0,1,1,"NS","NS"
22,"PIPO",4,0,1,1,"NS","NS"
1,"QUCH",77,0,0,0,"Sig","Sig"
6,"QUCH",40,0,0,0,"Sig","Sig"
10,"QUCH",1,0,0,0,"Sig","Sig"
11,"QUCH",59,0,0,0,"Sig","Sig"
12,"QUCH",2,0.0604686666666667,0,1.6564179248384e-14,"Sig","Sig"
13,"QUCH",3,0.0604686666666667,0,5.16084503178645e-17,"Sig","Sig"
14,"QUCH",2,0.120937333333333,0.0515036651200463,1.80492586766156e-12,"NS","Sig"
15,"QUCH",2,0.120937333333333,0.0515036651200463,1.80492586766156e-12,"NS","Sig"
16,"QUCH",49,0.181406,0,3.28336516895094e-31,"Sig","Sig"
18,"QUCH",1,0.120937333333333,0.160540538569849,4.17129836323508e-08,"NS","Sig"
21,"QUCH",57,0,1,1,"NS","NS"
