"Step","Species","SimAbsBA","ExpAbsBA"
1,"ABCO",7.86507394444443,16.6972692457228
6,"ABCO",5.16008971,5.5057769151
7,"ABCO",13.1036616666667,40.0922667679693
11,"ABCO",8.182308,8.60228985
12,"ABCO",2.11333754,2.764403796
13,"ABCO",13.259966,38.2628026521734
16,"ABCO",8.147858,9.553299294
17,"ABCO",2.13323534,2.9168098806
18,"ABCO",13.287006,41.3628425580136
21,"ABCO",8.33403,10.69337808
22,"ABCO",2.2119925,3.1693803834
23,"ABCO",12.806372,36.7710965314624
27,"ABCO",2.0992215,3.1810207968
28,"ABCO",12.817804,34.8471078648
32,"ABCO",2.16960022,2.799051717
1,"ABMA",108.068547,99.861144266424
6,"ABMA",109.696201,101.309762103018
11,"ABMA",110.214882,100.783461620916
16,"ABMA",111.338368,99.5930915364
21,"ABMA",110.578935,99.0810079875
28,"ABMA",0.02238936,0.0513777264
1,"CADE",14.7919493333333,15.806947464165
6,"CADE",27.804684,27.5409322188
7,"CADE",2.26996048333333,5.59943232804898
11,"CADE",27.382382,29.414679063
13,"CADE",2.29536512,5.9690752853676
16,"CADE",28.105966,30.9835171338
17,"CADE",0.0042294,0.0429527406
18,"CADE",2.34131982,6.3429422775454
21,"CADE",28.421146,31.682969241
22,"CADE",0.005361826,0.0852543846
23,"CADE",2.4251621,6.74161128197944
27,"CADE",0.006515672,0.1486031778
28,"CADE",2.51262936,7.1695341102
32,"CADE",0.00815929,0.2165748354
1,"PICO",2.884674,3.081968505
6,"PICO",2.8875106,3.1846619112
10,"PICO",0.00804888,0.0190373106
11,"PICO",2.9109844,2.6072719596
15,"PICO",0.00998332,0.022427097
16,"PICO",3.0104766,2.7037732722
19,"PICO",0.011707,0.035197701
21,"PICO",2.94933026,2.6274677352
24,"PICO",0.0140819,0.0519958362
29,"PICO",0.0159379,0.103346859
1,"PIJE",15.3999234,15.837382869
6,"PIJE",15.2387242,14.924775558
12,"PIJE",14.7982596,13.4641726758
17,"PIJE",14.419963,13.3585167408
22,"PIJE",14.0436186,12.6331731372
27,"PIJE",13.8561032,11.72548105575
32,"PIJE",14.0884514,12.124942368
1,"PILA",5.2558882111111,10.587103721121
6,"PILA",1.6170765,1.4939058057
7,"PILA",11.8743928333333,29.3543496913482
11,"PILA",1.929498,1.975410591
12,"PILA",1.32586461,0.1791191094
13,"PILA",10.5887526,23.7891858553067
16,"PILA",1.8505286,2.3077156872
17,"PILA",1.110713162,0.2190197856
18,"PILA",10.1067542,24.3772380398364
21,"PILA",1.8850882,2.5689467958
22,"PILA",1.140445424,0.253735251
23,"PILA",9.2692916,22.9420109028899
27,"PILA",1.120765042,0.1941336012
28,"PILA",8.331549,23.7742684872
32,"PILA",1.140496476,0.2190904716
1,"PIMO",13.9282862,16.1649999126
5,"PIMO",12.946896,13.1327684334
10,"PIMO",13.0793416,11.2881402942
15,"PIMO",12.7472912,10.3510630608
19,"PIMO",12.6608404,13.8338227566
24,"PIMO",12.8826726,14.941689147
29,"PIMO",13.1119304,15.3791812944
1,"PIPO",15.7974628,17.41989711
6,"PIPO",13.6699024,11.3079959916
11,"PIPO",10.45304402,11.6126039568
16,"PIPO",8.97054336,11.661556368
21,"PIPO",7.47983032,12.0437901276
1,"QUCH",0.0735934196,0.083079612
6,"QUCH",0.0734361852,0.0370166874
11,"QUCH",0.072084706,0.0210078792
21,"QUCH",0.07123122,0.0176605044
1,"QUKE",4.990103218,5.13724118549891
6,"QUKE",7.37985485,7.4430457332
7,"QUKE",0.0255479258333333,0.0500865287885017
11,"QUKE",14.6753234,14.9033325672
12,"QUKE",0.19383024,0.2375222388
13,"QUKE",0.0201797312,0.0606587963648973
16,"QUKE",14.5700974,15.429069117
17,"QUKE",0.18837724,0.2624005692
18,"QUKE",0.021643128,0.0381028930445755
21,"QUKE",14.5811104,15.3179185236
22,"QUKE",0.1781101,0.296468865
23,"QUKE",0.022597288,0.0413913653667776
27,"QUKE",0.17332856,0.333892240374
28,"QUKE",0.016277656,0.0474397308
32,"QUKE",0.18580614,0.387661659
