"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",3288,1644.80424,0,1.05716497061925e-11,"Sig","Sig"
6,"ABMA",3116,1660.04476,0,4.12568123687284e-12,"Sig","Sig"
11,"ABMA",3576,1654.2396,0,8.13787475572868e-11,"Sig","Sig"
16,"ABMA",2725,1648.2545,0,2.6154597286308e-09,"Sig","Sig"
21,"ABMA",2462,1628.66232,0,3.11567236604355e-08,"Sig","Sig"
1,"PIMO",14,8.526082,0,1.61061783634817e-05,"Sig","Sig"
6,"PIMO",14,8.16327,0.011903659559283,3.44349669113497e-05,"Sig","Sig"
11,"PIMO",14,7.619052,0.0398376589176299,0.000159950079503498,"Sig","Sig"
16,"PIMO",14,7.25624,0.00454941441154638,1.94003653827774e-05,"Sig","Sig"
21,"PIMO",10,7.437646,0.0292457194082461,0.00014582340561854,"Sig","Sig"
