"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",1258,483.3782,0,1.63574966881784e-09,"Sig","Sig"
7,"ABCO",1236,974.39998,0,1.97911621646656e-06,"Sig","Sig"
13,"ABCO",1166,1191.6446,0.439058030546638,0.0856191233874406,"NS","NS"
18,"ABCO",1556,1357.86656,0.0223413262356932,0.000156534175971931,"Sig","Sig"
23,"ABCO",1276,1526.04458,0.00433807154518021,3.67778772469192e-05,"Sig","Sig"
28,"ABCO",1064,1679.46644,0,6.44198744360623e-07,"Sig","Sig"
28,"ABMA",4,0.888889,0,1,"Sig","NS"
1,"CADE",208,46.5778178,0,2.34016496791852e-08,"Sig","Sig"
7,"CADE",208,55.466622,0,1.25449071364353e-07,"Sig","Sig"
13,"CADE",208,59.022196,0,3.57266016009708e-07,"Sig","Sig"
18,"CADE",208,63.2889,0,5.37413361220608e-07,"Sig","Sig"
23,"CADE",249,63.822224,0,8.38063628396348e-07,"Sig","Sig"
28,"CADE",247,64.000016,0,7.90188167590735e-07,"Sig","Sig"
1,"PILA",358,85.6888378,0,4.605005508643e-11,"Sig","Sig"
7,"PILA",342,90.844414,0,2.44896423512575e-07,"Sig","Sig"
13,"PILA",258,92.266682,0,3.93809378246932e-06,"Sig","Sig"
18,"PILA",232,89.42222,0,3.59261963366256e-06,"Sig","Sig"
23,"PILA",157,86.755516,0.0110098809371284,8.53987411050894e-05,"Sig","Sig"
28,"PILA",143,82.311074,0.00457898934521708,7.48464943321488e-05,"Sig","Sig"
1,"QUKE",68,1.777778,0,1,"Sig","NS"
7,"QUKE",68,1.777778,0,1,"Sig","NS"
13,"QUKE",68,1.6000002,0,3.08296286768092e-10,"Sig","Sig"
18,"QUKE",61,1.777778,0,1.21767709570978e-08,"Sig","Sig"
23,"QUKE",73,1.4222224,0,5.13693710611602e-10,"Sig","Sig"
28,"QUKE",64,1.4222224,0,8.79282210328821e-10,"Sig","Sig"
