"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",1112,591.20178,0,9.46041627786306e-10,"Sig","Sig"
6,"ABMA",1612,686.6218,0,1.3401251758664e-08,"Sig","Sig"
11,"ABMA",3998,714.5582,0,1.49154259219119e-10,"Sig","Sig"
16,"ABMA",1663,743.946,0,1.56191390796804e-07,"Sig","Sig"
21,"ABMA",1286,782.5852,0,8.95142603892529e-08,"Sig","Sig"
1,"PICO",68,35.555566,0,1.49620174825933e-06,"Sig","Sig"
6,"PICO",70,38.458054,0,1.28273459009204e-06,"Sig","Sig"
11,"PICO",66,43.356004,0.011854350187557,4.5906603511001e-05,"Sig","Sig"
16,"PICO",64,43.718826,0.276806562039211,0.00114535078427082,"NS","Sig"
21,"PICO",60,45.714284,0.58444025962984,0.00344849896740626,"NS","Sig"
