"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
10,"PICO",14,1.2017174,0,4.36280786454266e-07,"Sig","Sig"
15,"PICO",14,1.2017174,0,4.36280786454266e-07,"Sig","Sig"
19,"PICO",16,1.2017174,0,2.44188031553909e-07,"Sig","Sig"
24,"PICO",18,1.2017174,0,1.47109564484003e-07,"Sig","Sig"
29,"PICO",18,1.2017174,0,1.47109564484003e-07,"Sig","Sig"
1,"PIMO",226,81.201732,0,1.1760170666792e-08,"Sig","Sig"
5,"PIMO",226,85.836946,0,1.70707768993664e-07,"Sig","Sig"
10,"PIMO",216,91.502142,0,5.13460356581492e-07,"Sig","Sig"
15,"PIMO",220,91.84548,0,1.97094209626792e-06,"Sig","Sig"
19,"PIMO",387,96.99572,0,1.26770856340054e-07,"Sig","Sig"
24,"PIMO",422,99.570808,0,6.24523140018929e-08,"Sig","Sig"
29,"PIMO",456,101.802586,0,1.73583537926754e-08,"Sig","Sig"
