"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
10,"PICO",0.0190373106,0.00804888,0,1,"Sig","NS"
15,"PICO",0.022427097,0.00998332,0,1,"Sig","NS"
19,"PICO",0.035197701,0.011707,0,1,"Sig","NS"
24,"PICO",0.0519958362,0.01349954,0,3.13746811881787e-07,"Sig","Sig"
29,"PICO",0.103346859,0.0159379,0,3.48911488127209e-08,"Sig","Sig"
1,"PIMO",16.1649999126,14.0079704,0,1.25449927498638e-12,"Sig","Sig"
5,"PIMO",13.1327684334,14.1638926,0.0943461546841866,0.000381539746785475,"NS","Sig"
10,"PIMO",11.2881402942,14.3606216,0,2.80240988605893e-05,"Sig","Sig"
15,"PIMO",10.3510630608,14.5133278,0,1.74169616572715e-05,"Sig","Sig"
19,"PIMO",13.8338227566,14.2816554,0.578466616789346,0.351123492526657,"NS","NS"
24,"PIMO",14.941689147,14.2523688,0.481877330002173,0.106010141517796,"NS","NS"
29,"PIMO",15.3791812944,14.2786938,0.32828197965201,0.00585731336196931,"NS","Sig"
