"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",324,265.5788,0.00508025299433973,3.95316091505381e-05,"Sig","Sig"
6,"ABCO",298,527.34646,0,1.36880720294051e-05,"Sig","Sig"
11,"ABCO",2919,639.9999,0,4.14269362092649e-10,"Sig","Sig"
16,"ABCO",716,740.31768,0.893894150672889,0.053743272974796,"NS","NS"
21,"ABCO",314,855.51004,0,8.97644619561478e-07,"Sig","Sig"
1,"CADE",1408,725.62346,0,2.99661846929423e-10,"Sig","Sig"
6,"CADE",1260,840.4534,0,1.4146479296451e-06,"Sig","Sig"
11,"CADE",1528,882.1768,0,1.01550518856943e-08,"Sig","Sig"
16,"CADE",4656,928.4354,0,2.23555231388699e-13,"Sig","Sig"
21,"CADE",1058,971.9732,0.0166791399492823,0.000108273711946118,"Sig","Sig"
1,"PILA",146,62.766438,0,1.75263353519521e-07,"Sig","Sig"
6,"PILA",136,56.961442,0,7.23590273722647e-07,"Sig","Sig"
11,"PILA",154,51.519292,0,2.31155045867902e-06,"Sig","Sig"
16,"PILA",212,46.439894,0,1.77887082680849e-07,"Sig","Sig"
21,"PILA",222,41.904748,0,9.03568652037517e-08,"Sig","Sig"
1,"PIPO",94,45.351524,0,6.52128886090876e-08,"Sig","Sig"
6,"PIPO",64,46.439876,0.0112498090762922,5.43970534152764e-05,"Sig","Sig"
11,"PIPO",97,42.811808,0,7.22500127283304e-07,"Sig","Sig"
16,"PIPO",96,39.909284,0,2.2779842067678e-05,"Sig","Sig"
21,"PIPO",64,37.55102,0.112936921312638,0.000582255852032963,"NS","Sig"
1,"QUCH",84,5.986398,0,3.94671306852386e-10,"Sig","Sig"
6,"QUCH",80,4.897962,0,8.6271603500931e-09,"Sig","Sig"
11,"QUCH",112,4.172338,0,3.89267687030268e-09,"Sig","Sig"
21,"QUCH",114,3.62812,0,2.46256639261144e-09,"Sig","Sig"
1,"QUKE",620,304.580556,0,4.04422451930848e-09,"Sig","Sig"
6,"QUKE",554,302.22238,0,2.88093864455965e-08,"Sig","Sig"
11,"QUKE",1074,288.61654,0,1.65671065957644e-10,"Sig","Sig"
16,"QUKE",1010,278.45816,0,1.81024389910738e-09,"Sig","Sig"
21,"QUKE",502,268.117914,0,1.56922170026572e-06,"Sig","Sig"
